title,resolution,emdb_id,fitted_pdbs,sample_info_string,xref_UNIPROTKB,RCSB_classification,Q-score
"Escherichia coli transcription-translation complex C1 (TTC-C1) containing a 27 nt long mRNA spacer, NusG, and fMet-tRNAs at P-site and E-site",7,EMD-21486,6vz7,"50S ribosomal protein L5	protein_or_peptide	0.020073234	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.061238887	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.012125993	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023383002	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.014554882	Escherichia coli_562,50S ribosomal protein L29	protein_or_peptide	0.007155267	Escherichia coli_562,NT DNA	dna	0.008281355	synthetic construct_32630,30S ribosomal protein S18	protein_or_peptide	0.007734896	Escherichia coli_562,mRNA in the ribosomal RNA entrance pore	rna	0.00087354	synthetic construct_32630,50S ribosomal protein L22	protein_or_peptide	0.012253359	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013636961	Escherichia coli_562,5S rRNA	rna	0.03879009	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011254041	Escherichia coli_562,T DNA	dna	0.008155232	synthetic construct_32630,50S ribosomal protein L23	protein_or_peptide	0.01066156	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207572	Escherichia coli_562,50S ribosomal protein L3	protein_or_peptide	0.022277535	Escherichia coli_562,50S ribosomal protein L18	protein_or_peptide	0.012663471	Escherichia coli _562,50S ribosomal protein L27	protein_or_peptide	0.008275498	Escherichia coli _562,ZINC ION	ligand	6.5409e-05,Escherichia coli transcription-translation complex C1 (TTC-C1) containing a 27 nt long mRNA spacer\, NusG\, and fMet-tRNAs at P-site and E-site	complex_supramolecule		Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.025072867	Escherichia coli_562,50S ribosomal protein L28	protein_or_peptide	0.008896354	Escherichia coli _562,50S ribosomal protein L9	protein_or_peptide	0.01578902	Escherichia coli_562,MAGNESIUM ION	ligand	2.4305e-05,30S ribosomal protein S7	protein_or_peptide	0.016861523	Escherichia coli_562,50S ribosomal protein L15	protein_or_peptide	0.015008471	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.025497023	Escherichia coli_562,DNA-directed RNA polymerase subunit	protein_or_peptide	0.150436344	Escherichia coli_562,50S ribosomal protein L4	protein_or_peptide	0.022121566	Escherichia coli_562,50S ribosomal protein L19	protein_or_peptide	0.013028082	Escherichia coli _562,30S ribosomal protein S20	protein_or_peptide	0.009577268	Escherichia coli_562,16S rRNA	rna	0.499690031	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.016475037	Escherichia coli_562,30S ribosomal protein S11	protein_or_peptide	0.0124872	Escherichia coli_562,50S ribosomal protein L20	protein_or_peptide	0.013396828	Escherichia coli_562,50S ribosomal protein L34	protein_or_peptide	0.005397463	Escherichia coli_562,23S rRNA	rna	0.941526438	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010159621	Escherichia coli_562,50S ribosomal protein L24	protein_or_peptide	0.011208054	Escherichia coli_562,50S ribosomal protein L25	protein_or_peptide	0.010713465	Escherichia coli_562,30S ribosomal protein S13	protein_or_peptide	0.012868091	Escherichia coli_562,50S ribosomal protein L30	protein_or_peptide	0.006423625	Escherichia coli_562,50S ribosomal protein L13	protein_or_peptide	0.016050606	Escherichia coli_562,50S ribosomal protein L16	protein_or_peptide	0.015312269	Escherichia coli_562,E-site and P-site tRNA (fMet)	rna	0.024496617	Escherichia coli_562,50S ribosomal protein L32	protein_or_peptide	0.006332249	Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014015361	Escherichia coli_562,50S ribosomal protein L2	protein_or_peptide	0.029663244	Escherichia coli_562,Transcription termination/antitermination protein NusG	protein_or_peptide	0.012925917	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.023248994	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.009362485	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009263946	Escherichia coli_562,50S ribosomal protein L17	protein_or_peptide	0.013592823	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.011475364	Escherichia coli_562,mRNA with 27 nt long spacer	rna	0.005196096	synthetic construct_32630,50S ribosomal protein L35	protein_or_peptide	0.007181835	Escherichia coli_562,50S ribosomal protein L33	protein_or_peptide	0.006057179	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.008392844	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.009421018	Escherichia coli_562,50S ribosomal protein L36	protein_or_peptide	0.00437739	Escherichia coli_562,50S ribosomal protein L6	protein_or_peptide	0.018672418	Escherichia coli_562,50S ribosomal protein L31	protein_or_peptide	0.007516693	Escherichia coli_562,50S ribosomal protein L21	protein_or_peptide	0.011586374	Escherichia coli_562,50S ribosomal protein L14	protein_or_peptide	0.013565067	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150689672	Escherichia coli_562","P02413,P0A7U7,P0AG67,P0A7V3,P0ADZ0,P0A7U3,P0ADY7,P0AG44,P02358,P0A7P5,P0AG63,P0A7M6,P0A7X3,P0A7Z4,P0A7R5,P0A7R9,P60723,P0A7S9,P61175,P0C018,P0A7V0,P60624,P0A7W1,P0A7S3,P02359,P0A7L3,P0AG48,P0A7M2,P0A7K6,P0A800,P0AFG0,P60422,P0A7Q1,P0AG55,P68919,P0A7W7,P68679,P0AG51,P0A7N4,P0AA10,P0AG59,P0A7N9,P62399,P0A8T7,P0A7Q6,P0A7T3,P0ADY3,P0ADZ4,P0A7V8,P0A7M9,P0A7R1,P0A7L8,P60438,P0A7T7",RIBOSOME,0.03
"Cryo-EM study of the Spinach chloroplast 					ribosome reveals the structural and functional roles of 					plastid-specific ribosomal proteins",9.4,EMD-1417,4v61,"Spinacea oleracea chloroplast 70S ribosome	sample_supramolecule	2.5,Spinach Chloroplast 70S Ribosome	complex_supramolecule	2.5	Spinacia oleracea_3562",,RIBOSOME,0.035
Specific interaction between EF-G and RRF and its implication for GTP-dependent ribosome splitting into subunits.,9.1,EMD-1430,2rdo,"RRF	protein_or_peptide		Escherichia coli_562,50S subunit	complex_supramolecule		Escherichia coli_562,50S subunit with EF-G and RRF bound	sample_supramolecule	,EF-G	protein_or_peptide		Escherichia coli_562","P0A805,P0A6M8",RIBOSOME,0.039
Structure of 30S (S1 depleted) ribosomal subunit and RNA polymerase complex,8.1,EMD-7016,6awd,"30S ribosomal protein S11	protein_or_peptide	0.012388067999999999	Escherichia coli_562,30S ribosomal protein S4	protein_or_peptide	0.023383002	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.009057626	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013636961	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.024253942999999997	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.02533983	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.007763073	Escherichia coli_562,30S ribosomal protein S18	protein_or_peptide	0.007606768	Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.011475363999999998	Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.016861523	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011196988	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.00950619	Escherichia coli_562,30S ribosomal protein S13	protein_or_peptide	0.012625753	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010159620999999999	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.014554881999999998	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.016532088	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.023078784999999997	Escherichia coli_562,16S rRNA	rna	0.498725406	Escherichia coli_562,RNA polymerase	complex_supramolecule		Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014015361	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.011669370999999998	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009263946	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.006552496	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207571999999999	Escherichia coli_562,30S (S1 depleted) ribosomal subunit	complex_supramolecule		Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.151537594	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150560562	Escherichia coli_562,30S (S1 depleted) ribosomal subunit and RNA polymerase complex	complex_supramolecule	1.3","B7MCR3,B7MCR2,P0A8T8,B7MCS9,B7NGD4,B7MBZ1,B7MCT1,B7MCV6,A8A4M2,B7MAE3,B7MIU7,P0A7T1,B7MBF0,B7MCS6,B7MLK7,P0A7W3,P0A7Z6,B7MCS1,B7MCS2,B7MIX3,B7MB86,B7MFL0,B7MCV7,B7MCT6",RIBOSOME,0.07
Ribosome Binding of a Single Copy of the SecY Complex: Implications for Protein Translocation,9.6,EMD-1484,"3bo0,3bo1","70S ribosome	complex_supramolecule	3.2	Escherichia coli_562,Ribosome SecY complex	sample_supramolecule	3.2",,RIBOSOME,0.075
Cryo-EM structure of the active yeast Ssh1 complex bound to the programmed yeast 80S ribosome bearing a P-site tRNA,8.6,EMD-1667,2ww9,"An active yeast Ssh1 complex bound to a translating yeast ribosome	sample_supramolecule	4.2,Ssh1 complex	ligand	0.0715	Saccharomyces cerevisiae_4932,Yeast 80S ribosome bound to the yeast Ssh1 complex	complex_supramolecule	4.2",,RIBOSOME,0.078
Cryo-EM structure of 90S small subunit preribosomes in transition states (State C),8.6,EMD-0951,6lqr,"U3 small nucleolar ribonucleoprotein protein IMP3	protein_or_peptide	0.021928529	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar ribonucleoprotein protein IMP4	protein_or_peptide	0.033536168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 5	protein_or_peptide	0.072079445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein MPP10	protein_or_peptide	0.067042492	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S13	protein_or_peptide	0.017059945	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S7-A	protein_or_peptide	0.021658208999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,13 kDa ribonucleoprotein-associated protein	protein_or_peptide	0.013582855	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Ribosome biogenesis protein ENP2	protein_or_peptide	0.081864172	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,rRNA biogenesis protein RRP5	protein_or_peptide	0.19341142199999997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 22	protein_or_peptide	0.140660141	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 9	protein_or_peptide	0.065347254	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 18	protein_or_peptide	0.06649424999999999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,rRNA 2'-O-methyltransferase fibrillarin	protein_or_peptide	0.034525417999999995	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 11	protein_or_peptide	0.029806348	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S27-A	protein_or_peptide	0.008893390999999999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S5	protein_or_peptide	0.025072599999999997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 snoRNA	rna	0.106503258	Saccharomyces cerevisiae S288C_559292,rRNA-processing protein FCF2	protein_or_peptide	0.025689240000000002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,ZINC ION	ligand	6.5409e-05,U3 small nucleolar RNA-associated protein 13	protein_or_peptide	0.091132562	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,MAGNESIUM ION	ligand	2.4305e-05,U3 small nucleolar RNA-associated protein 8	protein_or_peptide	0.080269648	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,NET1-associated nuclear protein 1	protein_or_peptide	0.10134173399999999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S9-A	protein_or_peptide	0.022487893	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Nucleolar protein 58	protein_or_peptide	0.05706034399999999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,RNA 3'-terminal phosphate cyclase-like protein	protein_or_peptide	0.040220558999999996	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S22-B	protein_or_peptide	0.014650061999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S6-A	protein_or_peptide	0.027054486	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,90S pre-ribosome (Dhr1-depleted\, state C)	complex_supramolecule	5	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Nucleolar complex protein 14	protein_or_peptide	0.094463195	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 7	protein_or_peptide	0.06241857	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Essential nuclear protein 1	protein_or_peptide	0.055207422	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S4-A	protein_or_peptide	0.029469330000000002	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 4	protein_or_peptide	0.087909242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 21	protein_or_peptide	0.10492784399999999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,RNA cytidine acetyltransferase	protein_or_peptide	0.119509445	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S14-A	protein_or_peptide	0.014562655	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Nucleolar protein 56	protein_or_peptide	0.056961152	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 12	protein_or_peptide	0.10648113299999999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,5' ETS	rna	0.225543094	Saccharomyces cerevisiae S288C_559292,Unassigned helices	protein_or_peptide	0.029549291	Saccharomyces cerevisiae S288C_559292,Ribosomal RNA-processing protein 7	protein_or_peptide	0.034526441	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 14	protein_or_peptide	0.10318975	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,rRNA-processing protein FCF1	protein_or_peptide	0.021650728999999997	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Nucleolar complex protein 4	protein_or_peptide	0.063707844	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S16-A	protein_or_peptide	0.015877489999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Protein BFR2	protein_or_peptide	0.06128503899999999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 15	protein_or_peptide	0.057765289	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S24-A	protein_or_peptide	0.015362847999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S11-A	protein_or_peptide	0.017785934	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Bud site selection protein 21	protein_or_peptide	0.024431016	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Protein SOF1	protein_or_peptide	0.056888918	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 10	protein_or_peptide	0.20029898399999999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar ribonucleoprotein protein LCP5	protein_or_peptide	0.040864391	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Periodic tryptophan protein 2	protein_or_peptide	0.104097039	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Something about silencing protein 10	protein_or_peptide	0.070364398	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,18S pre-rRNA	rna	0.582710875	Saccharomyces cerevisiae S288C_559292,Ribosomal RNA-processing protein 9	protein_or_peptide	0.065146969	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 20	protein_or_peptide	0.2879155	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S23-A	protein_or_peptide	0.016073896	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S8-A	protein_or_peptide	0.022537803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S28-A	protein_or_peptide	0.007605847	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,U3 small nucleolar RNA-associated protein 6	protein_or_peptide	0.052495277	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,40S ribosomal protein S1-A	protein_or_peptide	0.028798466999999998	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Ribosome biogenesis protein BMS1	protein_or_peptide	0.135792281	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,GUANOSINE-5'-TRIPHOSPHATE	ligand	0.0005231799999999999,Ribosomal RNA small subunit methyltransferase NEP1	protein_or_peptide	0.027936461	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)_559292,Pno1	protein_or_peptide	0.036356477	Saccharomyces cerevisiae S288C_559292","P40362,P0CX47,P33442,P06367,P40079,P53254,P53914,Q3E7X9,P26786,P0CX39,Q04500,P48234,Q08965,P33750,P0CX51,Q06506,P25368,P53276,P26783,Q12460,Q12035,Q99207,P15646,P47083,Q02931,P38882,Q04305,P0CX29,P53941,Q04177,P35997,Q06631,P0CX35,P39990,Q12499,Q05022,P38333,Q12220,P40055,Q06287,P42945,P34247,Q05498,P05756,P0CX37,P25635,P32899,Q08492,P35194,Q3E7Y3,O13516,P0CX31,Q12136,Q06679,Q05946,Q08096,Q02354,Q06512,Q06078",RIBOSOME,0.08
E. coli 50S subunit bound HflX protein in presence of ATP (AMP-PNP) and GTP (GMP-PNP) analogs.,8.1,EMD-6979,5zzm,"5S rRNA	rna	0.03879008999999999	Escherichia coli_562,E. coli 50S bound HflX protein in presence of ATP (AMP-PNP) and GTP (GMP-PNP) analogs.	complex_supramolecule		Escherichia coli_511693,23S rRNA	rna	0.9413061879999999	Escherichia coli_562,GTPase HflX	protein_or_peptide	0.048392988	Escherichia coli (strain K12)_83333",P25519,RIBOSOME,0.091
Cryo-EM structure of the mammalian Sec61 complex bound to the actively translating wheat germ 80S ribosome,6.48,EMD-1652,2wwb,"Mammalian Sec61 complex	protein_or_peptide	0.07	Canis lupus familiaris_9615,Actively translating wheat germ (O. sativa) 80S ribosome programmed with a nascent polypeptide chain containing a P-site tRNA and the type I signal anchor sequence of DPAP-B (Dipeptidylaminopeptidase B) bound to the mammalian (Canis familiaris) Sec61 complex.	sample_supramolecule	4.2,Wheat germ (Triticum aestivum) 80 ribosome	complex_supramolecule	4.2",,RIBOSOME,0.092
Cryo-EM structures of the idle yeast Ssh1 complex bound to the yeast 80S ribosome,8.8,EMD-1669,"4v6i,3izd","Yeast 80S ribosome bound to the yeast Ssh1 complex	complex_supramolecule	4.2,An idle yeast Ssh1 complex bound to a yeast 80S ribosome	sample_supramolecule	4.2,Ssh1 complex	ligand	0.0715	Saccharomyces cerevisiae_4932",,RIBOSOME,0.093
Structure of 30S ribosomal subunit and RNA polymerase complex in rotated state,7.9,EMD-7015,6awc,"30S ribosomal protein S11	protein_or_peptide	0.012388067999999999	Escherichia coli_562,30S ribosomal subunit and RNA polymerase complex	complex_supramolecule	1.3,30S ribosomal protein S4	protein_or_peptide	0.023383002	Escherichia coli_562,30S ribosomal protein S19	protein_or_peptide	0.009057626	Escherichia coli_562,30S ribosomal protein S12	protein_or_peptide	0.013636961	Escherichia coli_562,30S ribosomal protein S2	protein_or_peptide	0.024253942999999997	Escherichia coli_562,DNA-directed RNA polymerase subunit alpha	protein_or_peptide	0.02533983	Escherichia coli_562,30S ribosomal protein S21	protein_or_peptide	0.007763073	Escherichia coli_562,30S ribosomal protein S18	protein_or_peptide	0.007606768	Escherichia coli_562,30S ribosomal subunit	complex_supramolecule		Escherichia coli_562,30S ribosomal protein S14	protein_or_peptide	0.011475363999999998	Escherichia coli_562,30S ribosomal protein S1	protein_or_peptide	0.013310244	Escherichia coli_562,30S ribosomal protein S7	protein_or_peptide	0.016861523	Escherichia coli_562,30S ribosomal protein S10	protein_or_peptide	0.011196988	Escherichia coli_562,30S ribosomal protein S20	protein_or_peptide	0.00950619	Escherichia coli_562,30S ribosomal protein S13	protein_or_peptide	0.012625753	Escherichia coli_562,30S ribosomal protein S15	protein_or_peptide	0.010159620999999999	Escherichia coli_562,30S ribosomal protein S9	protein_or_peptide	0.014554881999999998	Escherichia coli_562,30S ribosomal protein S5	protein_or_peptide	0.016532088	Escherichia coli_562,30S ribosomal protein S3	protein_or_peptide	0.023078784999999997	Escherichia coli_562,16S rRNA	rna	0.498725406	Escherichia coli_562,RNA polymerase	complex_supramolecule		Escherichia coli_562,30S ribosomal protein S8	protein_or_peptide	0.014015361	Escherichia coli_562,30S ribosomal protein S6	protein_or_peptide	0.011669370999999998	Escherichia coli_562,30S ribosomal protein S17	protein_or_peptide	0.009263946	Escherichia coli_562,DNA-directed RNA polymerase subunit omega	protein_or_peptide	0.006552496	Escherichia coli_562,30S ribosomal protein S16	protein_or_peptide	0.009207571999999999	Escherichia coli_562,DNA-directed RNA polymerase subunit beta'	protein_or_peptide	0.151537594	Escherichia coli_562,DNA-directed RNA polymerase subunit beta	protein_or_peptide	0.150560562	Escherichia coli_562","B7MCR3,P02358,B7MCR2,P0A8T8,B7MCS9,B7NGD4,B7MBZ1,B7MCT1,B7MCV6,A8A4M2,B7MAE3,B7MIU7,P0A7T1,B7MBF0,B7MCS6,B7MLK7,P0A7W3,P0A7Z6,B7MCS1,B7MCS2,B7MIX3,B7MB86,B7MFL0,B7MCV7,B7MCT6",RIBOSOME,0.095
