emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
EMD-0057,Cryo-EM structure of a partial yeast 48S preinitiation complex in its open conformation.,5.15,6gsm,"Q6CMG3,Q6CM04,Q6CWJ2,Q6CXM0,Q6CIM1,P20459,P09064,P38912,Q6CWD0,Q6CLU4,Q6CXT6,Q6CX80,Q6CJK0,P32911,Q6CKL3,Q6CRA3,Q6CNI7,Q6CKV4,Q6CU44,P0CX86,P27069,Q6CW21,P06103,Q6CRK7,P33285,P32497,Q6CWT9,Q6CPG3,Q6CTD6,Q6CUH5,P40217,P38249,P32481,P69061,F2Z602,Q6CN12,Q6CW78,Q875N2,Q6CWU3,Q6CS01,Q6CM18,Q6CVZ5,Q6CNL2,Q04067","Q6CMG3,Q6CM04,Q6CWJ2,Q6CXM0,Q6CIM1,P20459,P09064,P38912,Q6CWD0,Q6CLU4,Q6CXT6,Q6CX80,Q6CJK0,P32911,Q6CKL3,Q6CRA3,Q6CNI7,Q6CKV4,Q6CU44,P0CX86,P27069,Q6CW21,P06103,Q6CRK7,P33285,P32497,Q6CWT9,Q6CPG3,Q6CTD6,Q6CUH5,P40217,P38249,P32481,P69061,F2Z602,Q6CN12,Q6CW78,Q875N2,Q6CWU3,Q6CS01,Q6CM18,Q6CVZ5,Q6CNL2,Q04067"
EMD-0058,Cryo-EM map of a partial yeast 48S preinitiation complex in its closed conformation obtained by focused classification using masks for eIF3b-eIF3i.,5.75,6gsn,"Q6CMG3,Q6CM04,A6ZZ25,Q6CWJ2,Q6CXM0,Q6CIM1,P09064,P20459,P38912,Q6CWD0,Q6CLU4,Q6CXT6,Q6CX80,Q6CJK0,P32911,Q875M3,Q6CRA3,Q6CKL3,Q6CNI7,Q6CKV4,Q6CU44,P0CX86,P27069,Q6CW21,P06103,Q6CRK7,P33285,Q6CWT9,Q6CPG3,Q6CUH5,Q6CTD6,A6ZMK5,P38249,P32481,P69061,Q6CW78,Q6CN12,Q875N2,Q6CWU3,Q6CS01,P32497,Q6CVZ5,Q6CM18,Q6CNL2","Q6CMG3,Q6CM04,A6ZZ25,Q6CWJ2,Q6CXM0,Q6CIM1,P09064,P20459,P38912,Q6CWD0,Q6CLU4,Q6CXT6,Q6CX80,Q6CJK0,P32911,Q875M3,Q6CRA3,Q6CKL3,Q6CNI7,Q6CKV4,Q6CU44,P0CX86,P27069,Q6CW21,P06103,Q6CRK7,P33285,Q6CWT9,Q6CPG3,Q6CUH5,Q6CTD6,A6ZMK5,P38249,P32481,P69061,Q6CW78,Q6CN12,Q875N2,Q6CWU3,Q6CS01,P32497,Q6CVZ5,Q6CM18,Q6CNL2"
EMD-4546,Structure of eIF2B-eIF2 (phosphorylated at Ser51) complex (map B),9.4,6qg3,"P12754,P32481,P32501,P09032,P09064,P20459","P12754,P32481,P32501,P09032,P09064,P20459"
EMD-0286,Mycobacterium smegmatis alternative protein ribosome (tRNA class 3),5.0,,,
EMD-4427,The structure of a di-ribosome (disome) as a unit for RQC and NGD quality control pathways recognition.,5.3,6i7o,"P0CX27,P0CX39,P0CX37,P0CX84,P17076,P0CX82,P0CX29,P0CX23,P41805,P39939,P05740,P05744,P38011,P38701,P0CX31,P0CX33,P05745,P0CX87,P25443,P0CX49,P04456,P14126,P07280,P05738,P05749,P05737,P0CX51,P26784,P32905,P0CX45,P48589,P0C0V8,P05750,Q3E757,Q3E792,P14120,O13516,P0CX41,P33442,P10664,P05748,P0CX47,P0C2H8,P0C2H6,P49167,P0C0W1,P26783,P02406,P0CH08,P39516,P35997,P36105,P05743,P02407,P0CX25,P05317,Q01855,P05759,P0CX35,P41057,P04449","P0CX27,P0CX39,P0CX37,P0CX84,P17076,P0CX82,P0CX29,P0CX23,P41805,P39939,P05740,P05744,P38011,P38701,P0CX31,P0CX33,P05745,P0CX87,P25443,P0CX49,P04456,P14126,P07280,P05738,P05749,P05737,P0CX51,P26784,P32905,P0CX45,P48589,P0C0V8,P05750,Q3E757,Q3E792,P14120,O13516,P0CX41,P33442,P10664,P05748,P0CX47,P0C2H8,P0C2H6,P49167,P0C0W1,P26783,P02406,P0CH08,P39516,P35997,P36105,P05743,P02407,P0CX25,P05317,Q01855,P05759,P0CX35,P41057,P04449"
EMD-0203,Cryo-EM structure of a RNaseI treated 80S ribosome,6.7,,,
EMD-0329,Rea1 AAA2L-H2alpha deletion mutant in AMPPNP State,7.8,6i27,Q12019,
EMD-0092,Structure of a yeast closed complex with distorted DNA (CCdist),6.7,6gym,"P20434,P41895,Q00578,Q3E7C1,P16370,P29055,Q04673,P04050,P06839,P08518,P20435,P36145,P34087,P22139,P38902,P36100,Q02939,P32776,P40422,P32773,P13393,P41896,P27999,Q12004,Q03290,P32774,P20436,P20433","P20434,P41895,Q00578,Q3E7C1,P16370,P29055,Q04673,P04050,P06839,P08518,P20435,P36145,P34087,P22139,P38902,P36100,Q02939,P32776,P40422,P32773,P13393,P41896,P27999,Q12004,Q03290,P32774,P20436,P20433"
EMD-0090,Structure of a yeast closed complex (core CC1),5.1,6gyk,"P04050,P08518,P20435,P20434,P27999,P40422,P34087,P22139,P41895,P32774,P32773,P13393,P41896,P20436,P38902,P16370,P29055,P20433","P04050,P08518,P20435,P20434,P27999,P40422,P34087,P22139,P41895,P32774,P32773,P13393,P41896,P20436,P38902,P16370,P29055,P20433"
EMD-9234,Rabbit 80S ribosome with a P-site tRNA (unrotated state),5.9,,,
EMD-0197,Multi-body refined map of the rabbit 80S collided with a stalled 80S,6.5,6hcq,"U3KPD5,G1SMR7,G1T0C1,G1TUN8,G1TPG3,G1SK22,B7NZQ2,G1SFR8,G1TFM5,G1SP51,G1TNM3,G1SJB4,G1TTY7,G1SHQ2,G1SIT5,G1SV32,P0DXC2,G1TM55,G1SHG0,G1U7M4,G1TDB3,G1SF08,G1SGX4,G1SKF7,G1SS70,G1TN62,G1TFE0,A0A5F9D2E6,G1SE76,G1SNY0,P19949,G1U0Q2,G1SIZ2,G1SZ47,G1STW0,G1SYU7,G1TUB8,B7NZS8,G1SZ12,G1T8A2,G1TK17,G1TM82,G1TYL6,G1TRM4,G1TSG1,G1T6D1,G1SQH0,G1TDL2,G1U001,G1TJW1,G1T040,G1SPK4,G1TT27,G1TVS8,G1TZ76,G1SWI6,G1T168,G1TLT8,G1TKB3,G1SCJ6,G1SGR6,G1TL06,G1TFE8,G1U7L1,G1SVB0,G1TU13,G1SY53,G1TG89,G1TIB4,G1TTQ5,G1TXG5,G1TXF6","U3KPD5,G1SMR7,G1T0C1,G1TUN8,G1TPG3,G1SK22,B7NZQ2,G1SFR8,G1TFM5,G1SP51,G1TNM3,G1SJB4,G1TTY7,G1SHQ2,G1SIT5,G1SV32,G1TM55,G1SHG0,G1U7M4,G1TDB3,G1SF08,G1SGX4,G1SKF7,G1SS70,G1TN62,G1TFE0,A0A5F9D2E6,G1SE76,G1SNY0,P19949,G1U0Q2,G1SIZ2,G1SZ47,G1STW0,G1SYU7,G1TUB8,B7NZS8,G1SZ12,G1T8A2,G1TK17,G1TM82,G1TYL6,G1TRM4,G1TSG1,G1T6D1,G1SQH0,G1TDL2,G1U001,G1TJW1,G1T040,G1SPK4,G1TT27,G1TVS8,G1TZ76,G1SWI6,G1T168,G1TLT8,G1TKB3,G1SCJ6,G1SGR6,G1TL06,G1TFE8,G1U7L1,G1SVB0,G1TU13,G1SY53,G1TG89,G1TIB4,G1TTQ5,G1TXG5,G1TXF6"
EMD-0195,Multi-body refined map of the rabbit 80S stalled on globin mRNA at the stop codon,6.8,6hcm,"U3KPD5,G1SPK4,G1SMR7,G1T0C1,G1TUN8,G1TPG3,G1TPV3,G1SK22,B7NZQ2,G1SFR8,G1TVT6,G1TFM5,G1SP51,G1TNM3,G1SJB4,G1TTY7,G1SHQ2,G1SIT5,P0DXC2,G1TM55,G1SHG0,G1U7M4,G1TDB3,G1SF08,G1SGX4,G1SKF7,G1SG72,G1SS70,G1TN62,G1TFE0,A0A5F9D2E6,G1TUB1,G1SE76,G1SNY0,G1U0Q2,G1SIZ2,G1SZ47,G1STW0,G1TUB8,B7NZS8,G1SZ12,G1T8A2,G1TK17,G1TM82,G1TYL6,G1TRM4,G1TSG1,G1T6D1,G1SQH0,G1TDL2,G1U001,G1TJW1,G1SE28,G1T040,G1TT27,G1SYJ6,G1TVS8,G1TZ76,G1SKZ8,G1TLT8,G1TKB3,G1SGR6,G1TL06,G1TFE8,G1U7L1,G1SVB0,G1TU13,G1SY53,G1TG89,G1TIB4,G1TTQ5,G1TTN1,G1TX33,G1TXG5,G1TXF6","U3KPD5,G1SPK4,G1SMR7,G1T0C1,G1TUN8,G1TPG3,G1TPV3,G1SK22,B7NZQ2,G1SFR8,G1TVT6,G1TFM5,G1SP51,G1TNM3,G1SJB4,G1TTY7,G1SHQ2,G1SIT5,G1TM55,G1SHG0,G1U7M4,G1TDB3,G1SF08,G1SGX4,G1SKF7,G1SG72,G1SS70,G1TN62,G1TFE0,A0A5F9D2E6,G1TUB1,G1SE76,G1SNY0,G1U0Q2,G1SIZ2,G1SZ47,G1STW0,G1TUB8,B7NZS8,G1SZ12,G1T8A2,G1TK17,G1TM82,G1TYL6,G1TRM4,G1TSG1,G1T6D1,G1SQH0,G1TDL2,G1U001,G1TJW1,G1SE28,G1T040,G1TT27,G1SYJ6,G1TVS8,G1TZ76,G1SKZ8,G1TLT8,G1TKB3,G1SGR6,G1TL06,G1TFE8,G1U7L1,G1SVB0,G1TU13,G1SY53,G1TG89,G1TIB4,G1TTQ5,G1TTN1,G1TXG5,G1TXF6"
EMD-8805,"80S ribsome from Oryctolagus cuniculus, class IV - with mid-rotated/swiveled 40S and eeF2, derived from EMPIAR-10064 using eClarity",9.8,,,
EMD-8802,"80S ribsome from Oryctolagus cuniculus, class I - with non-rotated/non-swiveled 40S and P site tRNA, derived from EMPIAR-10064 using eClarity",9.3,,,
EMD-8799,Yeast 80S ribosome derived from EMPIAR-10045 using emClarity,7.8,,,
EMD-8803,"80S ribsome from Oryctolagus cuniculus, class II - with non-rotated/non-swiveled 40S with P site tRNA and ternary complex, derived from EMPIAR-10064 using eClarity",9.9,,,
EMD-0229,Cryo-EM structure of the Trypanosoma brucei mitochondrial ribosome - This entry contains the complete mitoribosome,7.8,6hiv,"Q38EM7,Q387G3,A0A1G4HYD1,C9ZT11,Q580D5,Q585C2,Q57UM6,Q57YI7,C9ZT91,Q583E5,Q586R9","Q38EM7,Q387G3,A0A1G4HYD1,C9ZT11,Q580D5,Q585C2,Q57UM6,Q57YI7,C9ZT91,Q583E5,Q586R9"
EMD-0139,Structure of a hibernating 100S ribosome reveals an inactive conformation of the ribosomal protein S1 - Full 100S Hibernating E. coli Ribosome,7.9,6h58,"P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P0A7Q1,P68919,P02359,P0AG63,P0A7R9,P0A7Q6,P0A7M2,P0A7T7,P0AFX0,P0ADZ0,P0A7V3,P0AG67,P0A7U7,P0A7S3,P02413,P62399,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0AFW2,P0A7N4,P0AA10,P61175,P60624,P0A7V8,P0AG51,P0A7W1,P0A7M9,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422","P68679,P0A7X3,P0A7N9,P0AG59,P0A7T3,P0A7Q1,P68919,P02359,P0AG63,P0A7R9,P0A7Q6,P0A7M2,P0A7T7,P0AFX0,P0ADZ0,P0A7V3,P0AG67,P0A7U7,P0A7S3,P02413,P62399,P0A7W7,P0A7R5,P02358,P0A7L8,P0A7P5,P0ADY7,P60438,P0C018,P0AG55,P0ADY3,P0AFW2,P0A7N4,P0AA10,P61175,P60624,P0A7V8,P0AG51,P0A7W1,P0A7M9,P0AG44,P0A7L3,P0AG48,P0A7M6,P0A7R1,P60723,P0A7V0,P0ADZ4,P0A7U3,P0A7K6,P0A7S9,P60422"
EMD-8667,Nucleotide-driven Triple-state Remodeling of the AAA-ATPase Channel in the Activated Human 26S Proteasome,7.0,5vft,"P28066,Q15008,P28070,Q9UNM6,Q99436,P25787,P51665,P28072,P20618,P25788,O00232,P49721,Q13200,P48556,O00231,O14818,O00487,P60900,P28074,P60896,P25789,P17980,P62333,P35998,P43686","P28066,Q15008,P28070,Q9UNM6,Q99436,P25787,P51665,P28072,P20618,P25788,O00232,P49721,Q13200,P48556,O00231,O14818,O00487,P60900,P28074,P60896,P25789,P17980,P62333,P35998,P43686"
EMD-8668,Nucleotide-driven Triple-state Remodeling of the AAA-ATPase Channel in the Activated Human 26S Proteasome,5.8,5vfu,"P28066,Q15008,P28070,Q9UNM6,Q99436,P25787,P51665,P28072,P20618,P25788,O00232,P49721,Q13200,P48556,O00231,O14818,O00487,P60900,P28074,P60896,P25789,P17980,P62333,P35998,P43686","P28066,Q15008,P28070,Q9UNM6,Q99436,P25787,P51665,P28072,P20618,P25788,O00232,P49721,Q13200,P48556,O00231,O14818,O00487,P60900,P28074,P60896,P25789,P17980,P62333,P35998,P43686"
EMD-6979,E. coli 50S subunit bound HflX protein in presence of ATP (AMP-PNP) and GTP (GMP-PNP) analogs.,8.1,5zzm,P25519,P25519
EMD-3745,Cryo-EM structure of the foot-containing 80S ribosome,7.3,,,
EMD-3850,STRUCTURE OF YEAST TRANSCRIPTION PRE-INITIATION COMPLEX WITH TFIIH AND CORE MEDIATOR,5.8,5oqm,"P20434,Q00578,Q3E7C1,P16370,P29055,Q04673,P04050,P08518,P20435,P06839,P36145,P34087,A0A250WD40,P22139,P33308,P34162,P38633,P38902,P32570,P19263,P36100,Q02939,P38782,P32776,P40422,P38304,P32773,Q08278,P13393,P41896,P47822,Q99278,P27999,Q12343,Q12004,Q03290,P25046,Q06213,P32774,P32569,P32585,P20436,P20433","P20434,Q00578,Q3E7C1,P16370,P29055,Q04673,P04050,P08518,P20435,P06839,P36145,P34087,P22139,P33308,P34162,P38633,P38902,P32570,P19263,P36100,Q02939,P38782,P32776,P40422,P38304,P32773,Q08278,P13393,P41896,P47822,Q99278,P27999,Q12343,Q12004,Q03290,P25046,Q06213,P32774,P32569,P32585,P20436,P20433"
EMD-4315,Subtomogram average of OST-containing ribosome-translocon complexes from canine rough microsomal membranes,9.1,6ftg,"U3KPD5,G1SMR7,G1T0C1,G1TUN8,E2RKN8,G1TTY7,G1SHQ2,G1SVW5,P86218,G1SV32,G1SHG0,G1SF08,G1SE76,G1SNY0,P19949,G1SYU7,G1STW0,G1TUB8,E2R4X3,G1SZ12,G1TYL6,G1TSG1,G1U001,A0A087WNH4,G1T6D1,G1SQH0,G1TDL2,G1T040,P60467,G1SE28,G1TT27,F1PJP5,G1TG04,G1TVS8,G1SWI6,P0CU66,G1TKB3,G1SCJ6,G1SGR6,G1TL06,G1U7L1,G1SY53,P38377,G1TTQ5,G1TXG5,P60058,G1TXF6","U3KPD5,G1SMR7,G1T0C1,G1TUN8,E2RKN8,G1TTY7,G1SHQ2,G1SVW5,P86218,G1SV32,G1SHG0,G1SF08,G1SE76,G1SNY0,P19949,G1SYU7,G1STW0,G1TUB8,E2R4X3,G1SZ12,G1TYL6,G1TSG1,G1U001,A0A087WNH4,G1T6D1,G1SQH0,G1TDL2,G1T040,P60467,G1SE28,G1TT27,F1PJP5,G1TG04,G1TVS8,G1SWI6,P0CU66,G1TKB3,G1SCJ6,G1SGR6,G1TL06,G1U7L1,G1SY53,P38377,G1TTQ5,G1TXG5,P60058,G1TXF6"
EMD-4242,Human cap-dependent 48S pre-initiation complex,6.3,6fec,"P62081,P62273,P42677,P60228,P25398,P61247,P62847,P62241,P62266,P62861,P62244,P46781,P62263,P62277,Q9Y262,P62979,P08865,P62857,P46782,P62753,P23588,P62701,P23396,Q9UBQ5,Q7L2H7,P46783,P62280,P62269,P60866,P63244,P62841,P08708,P62249,P41091,P62851","P62081,P62273,P42677,P60228,P25398,P61247,P62847,P62241,P62266,P62861,P62244,P46781,P62263,P62277,Q9Y262,P62979,P08865,P62857,P46782,P62753,P23588,P62701,P23396,Q9UBQ5,Q7L2H7,P46783,P62280,P62269,P60866,P63244,P62841,P08708,P62249,P41091,P62851"
EMD-4182,RNA Polymerase III closed complex CC1,5.5,6f42,"P20434,P29056,P35718,P20435,P46678,P22276,P22139,P25441,P17890,P36121,Q04307,P40422,P13393,P07703,P28000,P04051,P20436,P32349,P32910,P47076","P20434,P29056,P35718,P20435,P46678,P22276,P22139,P25441,P17890,P36121,Q04307,P40422,P13393,P07703,P28000,P04051,P20436,P32349,P32910,P47076"
EMD-3896,Cryo-EM Structure of Saccharomyces cerevisiae Target of Rapamycin Complex 2,7.9,6emk,"P32600,Q04749,P41318,Q08236","P32600,Q04749,P41318,Q08236"
EMD-3906,Cryo-EM density map of the human PLC editing module,5.8,6eny,"P61769,P27797,O15533,P30101,P04439","P61769,P27797,O15533,P30101,P04439"
EMD-8737,RNA pol II elongation complex,6.4,5vvs,"P04050,P08518,P20435,P20434,P27999,P40422,P34087,P22139,P20436,P38902,P16370,P20433","P04050,P08518,P20435,P20434,P27999,P40422,P34087,P22139,P20436,P38902,P16370,P20433"
EMD-8735,"Ternary complex of RNA Pol II, transcription scaffold and Rad26",5.8,5vvr,"P04050,P08518,P20435,P20434,P27999,P40422,P34087,P22139,P20436,P38902,P16370,P40352,P20433","P04050,P08518,P20435,P20434,P27999,P40422,P34087,P22139,P20436,P38902,P16370,P40352,P20433"
EMD-7015,Structure of 30S ribosomal subunit and RNA polymerase complex in rotated state,7.9,6awc,"B7MBF0,B7MCS2,A8A4M2,B7MFL0,B7MCS6,B7MCR2,B7MBZ1,P0A8T8,B7MIU7,B7MCT1,P0A7Z6,B7NGD4,P0A7T1,B7MB86,B7MAE3,P02358,B7MIX3,B7MCV6,B7MLK7,B7MCT6,B7MCV7,P0A7W3,B7MCS1,B7MCS9,B7MCR3","B7MBF0,B7MCS2,A8A4M2,B7MFL0,B7MCS6,B7MCR2,B7MBZ1,P0A8T8,B7MIU7,B7MCT1,P0A7Z6,B7NGD4,P0A7T1,B7MB86,B7MAE3,P02358,B7MIX3,B7MCV6,B7MLK7,B7MCT6,B7MCV7,P0A7W3,B7MCS1,B7MCS9,B7MCR3"
EMD-7014,Structure of 30S ribosomal subunit and RNA polymerase complex in non-rotated state,6.7,6awb,"B7MBF0,B7MCS2,A8A4M2,B7MFL0,B7MCS6,B7MCR2,B7MBZ1,P0A8T8,B7MIU7,B7MCT1,P0A7Z6,B7NGD4,P0A7T1,B7MB86,B7MAE3,P02358,B7MIX3,B7MCV6,B7MLK7,B7MCT6,B7MCV7,P0A7W3,B7MCS1,B7MCS9,B7MCR3","B7MBF0,B7MCS2,A8A4M2,B7MFL0,B7MCS6,B7MCR2,B7MBZ1,P0A8T8,B7MIU7,B7MCT1,P0A7Z6,B7NGD4,P0A7T1,B7MB86,B7MAE3,P02358,B7MIX3,B7MCV6,B7MLK7,B7MCT6,B7MCV7,P0A7W3,B7MCS1,B7MCS9,B7MCR3"
EMD-7016,Structure of 30S (S1 depleted) ribosomal subunit and RNA polymerase complex,8.1,6awd,"B7MBF0,B7MCS2,A8A4M2,B7MFL0,B7MCS6,B7MCR2,B7MBZ1,P0A8T8,B7MIU7,B7MCT1,P0A7Z6,B7NGD4,P0A7T1,B7MB86,B7MAE3,B7MIX3,B7MCV6,B7MLK7,B7MCT6,B7MCV7,P0A7W3,B7MCS1,B7MCS9,B7MCR3","B7MBF0,B7MCS2,A8A4M2,B7MFL0,B7MCS6,B7MCR2,B7MBZ1,P0A8T8,B7MIU7,B7MCT1,P0A7Z6,B7NGD4,P0A7T1,B7MB86,B7MAE3,B7MIX3,B7MCV6,B7MLK7,B7MCT6,B7MCV7,P0A7W3,B7MCS1,B7MCS9,B7MCR3"
EMD-3581,Structure of 70S ribosome from Lactococcus lactis,5.6,5myj,"A2RNQ2,A2RNN4,A2RMV9,A2RNQ0,A2RHH0,A2RNM8,A2RIX0,A2RNM9,A2RP73,A2RNQ5,A2RJS1,A2RNN5,A2RP62,A2RLA2,A2RNP4,A2RLS5,A2RNN6,A2RI10,A2RP74,A2RNM6,A2RNV0,A2RMG0,A2RNP2,A2RNQ6,A2RNP6,A2RNN0,A2RMR1,A2RNN7,A2RMR2,A2RJP7,A2RNQ3,A2RNZ2,A2RLA4,A2RNQ4,A2RNZ4,A2RNN8,A2RNP5,A2RNR2,A2RP61,A2RNP3,A2RNP9,A2RHS3,A2RNQ1,A2RNP7,A2RNP8,A2RHL6,A2RNN9,A2RHW9","A2RNQ2,A2RNN4,A2RMV9,A2RNQ0,A2RHH0,A2RNM8,A2RIX0,A2RNM9,A2RP73,A2RNQ5,A2RJS1,A2RNN5,A2RP62,A2RLA2,A2RNP4,A2RLS5,A2RNN6,A2RI10,A2RP74,A2RNM6,A2RNV0,A2RMG0,A2RNP2,A2RNQ6,A2RNP6,A2RNN0,A2RMR1,A2RNN7,A2RMR2,A2RJP7,A2RNQ3,A2RNZ2,A2RLA4,A2RNQ4,A2RNZ4,A2RNN8,A2RNP5,A2RNR2,A2RP61,A2RNP3,A2RNP9,A2RHS3,A2RNQ1,A2RNP7,A2RNP8,A2RHL6,A2RNN9,A2RHW9"
EMD-3637,The cryo-EM structure of hibernating 100S ribosome dimer from pathogenic Staphylococcus aureus,6.76,6fxc,"Q2YYP9,Q2YYQ3,Q2YXJ2,Q2YSH7,Q2YYL0,Q2YYL2,Q2YYM1,Q2YYK6,Q2YYL6,Q2YTB1,Q2YUN3,Q2YYQ1,Q2YVJ2,Q2YYL4,Q2YYK8,Q2YYK9,Q2YYM0,Q2YT83,Q2YYP5,Q2YT04,Q2YYP6,Q2YYL5,Q2YYL1,Q2YYM8,Q2YXH8,Q2YXM4,Q2YXL2,Q2YZB6,Q2YYN0,Q2YYQ2,Q2YYM9,Q2YYK7,Q2YYM3,Q2YXP3,Q2YTB0,Q2YT41,Q2YTH0,Q2YYP8,Q2YYP7","Q2YYP9,Q2YYQ3,Q2YXJ2,Q2YSH7,Q2YYL0,Q2YYL2,Q2YYM1,Q2YYK6,Q2YYL6,Q2YTB1,Q2YUN3,Q2YYQ1,Q2YVJ2,Q2YYL4,Q2YYK8,Q2YYK9,Q2YYM0,Q2YT83,Q2YYP5,Q2YT04,Q2YYP6,Q2YYL5,Q2YYL1,Q2YYM8,Q2YXH8,Q2YXM4,Q2YXL2,Q2YZB6,Q2YYN0,Q2YYQ2,Q2YYM9,Q2YYK7,Q2YYM3,Q2YXP3,Q2YTB0,Q2YT41,Q2YTH0,Q2YYP8,Q2YYP7"
EMD-8647,Cryo-EM structure of the 70S ribosome from Mycobacterium smegmatis,7.1,,,
EMD-8648,Focused classification of the 70S ribosome from Mycobacterium tuberculosis,6.6,,,
EMD-8649,Cryo-EM structure of the large ribosomal subunit from Mycobacterium tuberculosis at 1 mM magnesium concentration,6.0,,,
EMD-3736,Class 1 of rotated ribosomes (rotated 2 state) with A/P- and P/E-site tRNAs of the Rqt1-FTP pulldown,7.0,,,
EMD-3734,Class 1 of rotated ribosomes (rotated 1 state) with A/A- and P/E-site tRNAs of the Rqt1-FTP pulldown,7.0,,,
EMD-3735,Class 2 of rotated ribosomes (rotated 1 state) with A/A- and P/E-site tRNAs of the Rqt1-FTP pulldown,7.0,,,
EMD-3732,Non-rotated ribosome class 1 with A- and P-site tRNAs of the Rqt1-FTP pulldown,7.0,,,
EMD-3639,100S disome from Staphylococcus aureus (Loose conformation),9.0,,,
EMD-9532,Cryo-EM structure of the model post-termination complex (PoTC) after the ribosome recycling reaction,9.2,,,
EMD-9531,Cryo-EM structure of the model post-termination complex (PoTC) in the unrotated state,9.4,,,
EMD-9530,Cryo-EM structure of the model post-termination complex (PoTC) in the rotated state,8.5,,,
EMD-3664,Structure of the Bacillus subtilis hibernating 100S ribosome reveals the basis for 70S dimerization.,6.2,,,
EMD-3663,RsgA-GDPNP bound to the 30S ribosomal subunit (RsgA assembly intermediate with uS3),5.16,5no4,"P0A7X3,P39286,P0AG59,P0A7T3,P02359,P0AG63,P0A7R9,P0A7T7,P0A7V3,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,P0A7V8,P0A7W1,P0ADZ4,P0A7U3,P0A7S9","P0A7X3,P39286,P0AG59,P0A7T3,P02359,P0AG63,P0A7R9,P0A7T7,P0A7V3,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,P0A7V8,P0A7W1,P0ADZ4,P0A7U3,P0A7S9"
EMD-3662,RsgA-GDPNP bound to the 30S ribosomal subunit (RsgA assembly intermediate without uS3),5.16,5no3,"P0A7X3,P39286,P0AG59,P0A7T3,P02359,P0AG63,P0A7R9,P0A7T7,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,P0A7V8,P0A7W1,P0A7V0,P0ADZ4,P0A7U3,P0A7S9","P0A7X3,P39286,P0AG59,P0A7T3,P02359,P0AG63,P0A7R9,P0A7T7,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,P0A7V8,P0A7W1,P0A7V0,P0ADZ4,P0A7U3,P0A7S9"
EMD-3661,RsgA-GDPNP bound to the 30S ribosomal subunit (RsgA assembly intermediate),5.16,5no2,"P0A7V8,P0A7X3,P0A7W1,P0A7T7,P39286,P0AG59,P0A7T3,P02359,P0AG63,P0A7U7,P0ADZ4,P0A7S3,P0A7U3,P0A7S9,P0A7W7,P0A7R9,P0A7R5,P02358","P0A7V8,P0A7X3,P0A7W1,P0A7T7,P39286,P0AG59,P0A7T3,P02359,P0AG63,P0A7U7,P0ADZ4,P0A7S3,P0A7U3,P0A7S9,P0A7W7,P0A7R9,P0A7R5,P02358"
EMD-3561,map of the RNA polymerase lambda-based antitermination complex solved by cryo-EM,9.8,5ms0,"P0A8V2,P03045,P0AFF6,P0AFG0,P0A8T7,P0A7Z4,P0A800,P0A7R5,P0A780","P0A8V2,P0AFF6,P0AFG0,P0A8T7,P0A7Z4,P0A800,P0A7R5,P0A780"
EMD-3579,30S ribosomal subunit with partial density for ribosomal protein S1,6.4,,,
EMD-3580,E. coli expressome,7.6,5my1,"P68679,P0A7X3,P0AG59,P0A7T3,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7T7,P0A7V3,P0A8T7,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,B1XBY9,P0A7V8,P0A7W1,B1X982,P0A7V0,P0ADZ4,P0A7U3,P0A7S9","P68679,P0A7X3,P0AG59,P0A7T3,P02359,P0AG63,P0A7Z4,P0A7R9,P0A7T7,P0A7V3,P0A8T7,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,B1XBY9,P0A7V8,P0A7W1,B1X982,P0A7V0,P0ADZ4,P0A7U3,P0A7S9"
EMD-8621,The cryo-EM structure of YjeQ bound to the 30S subunit suggests a fidelity checkpoint function for this protein in ribosome assembly,5.8,5uz4,"P0A7X3,P39286,P0AG59,P0A7T3,P02359,P0AG63,P0A7R9,P0A7T7,P0A7V3,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,P0A7V8,P0A7W1,P0A7V0,P0ADZ4,P0A7U3,P0A7S9","P0A7X3,P39286,P0AG59,P0A7T3,P02359,P0AG63,P0A7R9,P0A7T7,P0A7V3,P0A7U7,P0A7S3,P0A7W7,P0A7R5,P02358,P0A7V8,P0A7W1,P0A7V0,P0ADZ4,P0A7U3,P0A7S9"
EMD-8628,"Structure of the 30S subunit, subclass II",6.7,,,
EMD-8626,Structure of the 30S subunit,6.0,,,
EMD-8627,"Structure of the 30S subunit, subclass I",6.5,,,
