emdb_id,title,resolution,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
EMD-10068,Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.2,6rzz,"Q12690,P04650,P14126,P38344,Q02326,P05745,P05743,P05748,P05738,P0CX23,P53145,P0C2H6,P0CX84,P05740,P87262,Q02256,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,P17076,P02406,P49166,Q03862,P04449,P04456,Q12522,P14120,P0CX27,P38861,P36105,P10664,Q02753,P0CX49,P26321,P0CX25","Q12690,P04650,P14126,P38344,Q02326,P05745,P05743,P05748,P05738,P0CX23,P53145,P0C2H6,P0CX84,P05740,P87262,Q02256,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,P17076,P02406,P49166,Q03862,P04449,P04456,Q12522,P14120,P0CX27,P38861,P36105,P10664,Q02753,P0CX49,P26321,P0CX25",0.53,0.832,0.07
EMD-20184,RF1 accommodated 70S complex at 60 ms,3.6,6osk,"P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0A7I0,P0ADZ4,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919","P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0A7I0,P0ADZ4,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919",0.467,0.771,0.06
EMD-4753,Yeast Vms1 (Q295L)-60S ribosomal subunit complex (pre-state without Arb1),3.4,6r87,"P14126,P05745,P05317,P05743,P26784,P05748,P05738,P0CX23,P0C2H6,P0CX84,P05740,P0CX45,P05737,P0CX82,P49167,P05744,P0C2H8,P05749,P0CX41,P0CX43,P17076,P02406,Q04311,P04449,P04456,Q12522,P14120,P0CX53,P0CX27,P41805,P36105,P0CH08,P10664,P0CX49,Q3E757,P0CX25","P14126,P05745,P05317,P05743,P26784,P05748,P05738,P0CX23,P0C2H6,P0CX84,P05740,P0CX45,P05737,P0CX82,P49167,P05744,P0C2H8,P05749,P0CX41,P0CX43,P17076,P02406,Q04311,P04449,P04456,Q12522,P14120,P0CX53,P0CX27,P41805,P36105,P0CH08,P10664,P0CX49,Q3E757,P0CX25",0.455,0.924,0.025
EMD-4792,State 1 of yeast Tsr1-TAP Rps20-Deltaloop pre-40S particles,3.47,"6rbd,6rbe","P0C0W1,P38333,Q01855,P0CX37,P38701,P0CX31,Q99216,P26786,P32905,P48589,O13516,P0C0V8,P33442,Q3E7X9,P05756,P41819,P40160,P35997,P0CX51,P0CX47,P07280,P0CX35,P0CX39,P0CX33,P25443,Q3E792,Q07381,P41057,P26783,P06367,P0CX29,P0CX55,P05750,P02407","P0C0W1,P38333,Q01855,P0CX37,P38701,P0CX31,Q99216,P26786,P32905,P48589,O13516,P0C0V8,P33442,Q3E7X9,P05756,P41819,P40160,P35997,P0CX51,P0CX47,P07280,P0CX35,P0CX39,P0CX33,P25443,Q3E792,Q07381,P41057,P26783,P06367,P0CX29,P0CX55,P05750,P02407",0.168,0.738,0.075
EMD-20187,RF1 accommodated state bound Release complex 70S at long incubation time point,3.5,6osq,"P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0A7I0,P0ADZ4,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919","P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0A7I0,P0ADZ4,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919",0.474,0.637,0.08
EMD-0633,RNA polymerase II elongation complex arrested at a CPD lesion,3.1,6o6c,"P20436,P20434,P40422,P38902,P22139,P20435,P16370,P08518,P04050,P27999","P20436,P20434,P40422,P38902,P22139,P20435,P16370,P08518,P04050,P27999",0.435,0.595,0.0509
EMD-4751,Yeast Vms1 (Q295L)-60S ribosomal subunit complex (pre-state with Arb1),3.6,6r84,"P14126,P05745,P05317,P05743,P26784,P05748,P05738,P0CX23,P0C2H6,P0CX84,P05740,P40024,P0CX45,P05737,P0CX82,P49167,P05744,P0C2H8,P05749,P0CX41,P0CX43,P17076,P02406,P04449,P04456,Q12522,P14120,P0CX53,P0CX27,P41805,P36105,P0CH08,P10664,P0CX49,Q3E757,P0CX25","P14126,P05745,P05317,P05743,P26784,P05748,P05738,P0CX23,P0C2H6,P0CX84,P05740,P40024,P0CX45,P05737,P0CX82,P49167,P05744,P0C2H8,P05749,P0CX41,P0CX43,P17076,P02406,P04449,P04456,Q12522,P14120,P0CX53,P0CX27,P41805,P36105,P0CH08,P10664,P0CX49,Q3E757,P0CX25",0.422,0.907,0.025
EMD-4636,Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.5,6qtz,"Q12690,P04650,P14126,Q02326,P05745,P05743,P05748,P05738,P0CX23,P53145,P0C2H6,P0CX84,P05740,P87262,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,Q06709,P17076,P02406,P49166,P04449,P04456,Q12522,P14120,P0CX27,P41805,P38861,P36105,P0CH08,P10664,Q02753,P0CX49,P26321,P0CX25","Q12690,P04650,P14126,Q02326,P05745,P05743,P05748,P05738,P0CX23,P53145,P0C2H6,P0CX84,P05740,P87262,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,Q06709,P17076,P02406,P49166,P04449,P04456,Q12522,P14120,P0CX27,P41805,P38861,P36105,P0CH08,P10664,Q02753,P0CX49,P26321,P0CX25",0.463,0.793,0.07
EMD-0482,Role of Era in Assembly and Homeostasis of the Ribosomal Small Subunit,3.8,6nqb,"A0A0G3QJD8,U9ZNW8,D8A1L7,S0UHH0,V6FZ95,L3PZ69,D7ZI16,T6N332,F4SQ43,Q8X9M2,A1AGJ2,A0A376HTV6,D7X302,A0A090BZT4,A0A074QGH8","A0A0G3QJD8,U9ZNW8,D8A1L7,L3PZ69,F4SQ43,Q8X9M2,A1AGJ2,A0A376HTV6,A0A090BZT4,A0A074QGH8",0.332,0.708,5.18
EMD-10071,Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.9,6s05,"Q12690,P04650,P14126,Q02326,P05745,P05743,P05748,P05738,P0CX23,P53145,P0C2H6,P0CX84,P05740,P87262,Q02256,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,Q06709,P17076,P02406,P49166,P04449,P04456,Q12522,P14120,P0CX27,P38861,P36105,P10664,Q02753,P0CX49,P26321,P0CX25","Q12690,P04650,P14126,Q02326,P05745,P05743,P05748,P05738,P0CX23,P53145,P0C2H6,P0CX84,P05740,P87262,Q02256,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,Q06709,P17076,P02406,P49166,P04449,P04456,Q12522,P14120,P0CX27,P38861,P36105,P10664,Q02753,P0CX49,P26321,P0CX25",0.432,0.742,0.08
EMD-4793,State 2 of yeast Tsr1-TAP Rps20-Deltaloop pre-40S particles,3.8,"6rbe,6rbd","P0C0W1,Q01855,P0CX37,P38701,P0CX31,P38011,P26786,P32905,P48589,O13516,P0C0V8,P33442,Q3E7X9,Q08745,P05756,P0CX51,P35997,P0CX47,P07280,P0CX35,P0CX39,P0CX33,P25443,Q3E792,P41057,P26783,P06367,P0CX29,P0CX55,P05759,P05750,P02407","P0C0W1,Q01855,P0CX37,P38701,P0CX31,P38011,P26786,P32905,P48589,O13516,P0C0V8,P33442,Q3E7X9,Q08745,P05756,P0CX51,P35997,P0CX47,P07280,P0CX35,P0CX39,P0CX33,P25443,Q3E792,P41057,P26783,P06367,P0CX29,P0CX55,P05759,P05750,P02407",0.139,0.602,0.095
EMD-4630,Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.4,6qt0,"Q12690,P04650,P14126,Q02326,P05745,P05743,P05748,P05738,P0CX23,P0C2H6,P0CX84,P05740,P87262,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,Q06709,P17076,P02406,P49166,P04449,P04456,Q12522,P14120,P0CX27,P41805,P36105,P0CH08,P10664,Q02753,P0CX49,P26321,P0CX25","Q12690,P04650,P14126,Q02326,P05745,P05743,P05748,P05738,P0CX23,P0C2H6,P0CX84,P05740,P87262,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,Q06709,P17076,P02406,P49166,P04449,P04456,Q12522,P14120,P0CX27,P41805,P36105,P0CH08,P10664,Q02753,P0CX49,P26321,P0CX25",0.513,0.808,0.07
EMD-4884,Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles,3.3,6ri5,"Q12690,P04650,P14126,Q02326,P05745,P05743,P05748,P05738,P0CX23,P53145,P0C2H6,P0CX84,P05740,P87262,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,Q06709,P17076,P02406,P49166,P04449,P04456,Q12522,P14120,P0CX27,P41805,P38861,P36105,P0CH08,P10664,Q02753,P0CX49,P26321,P0CX25","Q12690,P04650,P14126,Q02326,P05745,P05743,P05748,P05738,P0CX23,P53145,P0C2H6,P0CX84,P05740,P87262,P38061,P0C0W9,P05747,P0CX45,P05737,P0CX82,P26785,P05744,P49167,P0C2H8,P05749,P0CX41,Q06709,P17076,P02406,P49166,P04449,P04456,Q12522,P14120,P0CX27,P41805,P38861,P36105,P0CH08,P10664,Q02753,P0CX49,P26321,P0CX25",0.439,0.778,0.06
EMD-20174,RF1 pre-accommodated 70S complex at 24 ms,3.5,6orl,"P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0A7I0,P0ADZ4,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P60422,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919","P02358,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0A7I0,P0ADZ4,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P60422,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919",0.37,0.979,0.2
EMD-20204,RF2 accommodated state bound 70S complex at long incubation time,3.7,6ouo,"A0A0E2L017,B7MGC4,T9TH92,D7ZEN7,A0A073FR78,D7ZI16,D7Z9F6,S1EK76,I2RJ64,A0A1X3JBH6,V8F9Y0,A0A1X3JB38,A0A0G3K7Z5,A0A0A8UF41,A0A080IK26,A0A037Y8L6,J7R6H0,L3PZ69,J7RLQ6,A0A376HTV6,A0A2S5ZJX2,D7Z9G5,A0A080FR68,A0A376ZL25,D8A1L7,D7ZET0,P0ADY7,V0AXZ0,P60438,J7R6H7,D7Z9G0,A0A377DM03,H4LIZ0,C3TPN2,D6IC61,D7XH79,D7XN21,U9XYH0,P0A7R9,A0A2T1LEK9,A0A029IK04,D7ZI15,B7MIU7,L3C5D9,A0A029IKB7,A0A1X3JB47,S1D5F0,I4T5W9,A0A0F6C9R0,A0A0G3K5Y7","A0A0E2L017,B7MGC4,S1EK76,A0A1X3JBH6,A0A1X3JB38,A0A080IK26,A0A037Y8L6,L3PZ69,J7RLQ6,A0A376HTV6,A0A376ZL25,D8A1L7,P0ADY7,V0AXZ0,P60438,J7R6H7,A0A377DM03,C3TPN2,D6IC61,D7XH79,D7XN21,U9XYH0,P0A7R9,A0A2T1LEK9,B7MIU7,L3C5D9,I4T5W9,A0A1X3JB47,J7R6H0",0.247,0.946,0.01
EMD-20193,RF2 accommodated state bound Release complex 70S at 24 ms,3.9,6ot3,"P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P07012,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919","P02358,P0A7M9,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7S3,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P07012,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919",0.348,0.967,0.01
EMD-0526,Structure of drug-like molecule stalled USO1 ribosome nascent chain complex (human),3.5,6oli,,,0.446,0.687,0.021
EMD-9703,Cryo-EM structure of the HCV IRES dependently initiated CMV-stalled 80S ribosome (Structure iv),3.9,6ip8,"P46777,Q02878,P62241,P62851,P62917,P61313,P62273,P62753,P84098,P62847,P47914,P39019,P18124,P62891,P61247,P63173,P35268,P62263,P39023,P18621,P62244,P32969,P63220,P49207,P08708,P62266,P08865,Q02543,P61927,P62701,P62913,P62854,P62888,P63244,P62081,P23396,P62280,P62910,P36578,P46783,P40429,Q96L21,P61513,P46779,P62495,P46776,P62750,P50914,P62945,P25398,P62861,P46782,P62841,P83881,P15880,P62987,P83731,P62857,P46778,P42677,P62899,P18077,P62249,P62424,P61254,P61353,P62277,P62269,P62979,Q9Y3U8,P60866,Q07020,P42766,P46781,P26373","P46777,Q02878,P62241,P62851,P62917,P61313,P62273,P62753,P84098,P62847,P47914,P39019,P18124,P62891,P61247,P63173,P35268,P62263,P39023,P18621,P62244,P32969,P63220,P49207,P08708,P62266,P08865,Q02543,P61927,P62701,P62913,P62854,P62888,P63244,P62081,P23396,P62280,P62910,P36578,P46783,P40429,Q96L21,P61513,P46779,P62495,P46776,P62750,P50914,P62945,P25398,P62861,P46782,P62841,P83881,P15880,P62987,P83731,P62857,P46778,P42677,P62899,P18077,P62249,P62424,P61254,P61353,P62277,P62269,P62979,Q9Y3U8,P60866,Q07020,P42766,P46781,P26373",0.397,0.72,0.05
EMD-0661,70S Elongation Competent Ribosome,3.9,6o9j,"A0A0E2L017,B7MGC4,A0A029IJY9,D7ZEN7,T9TH92,A0A0G3K9Z8,L2VF14,D7Z9G3,D7Z9F6,S1EK76,A0A1X3KX08,F4SQ43,I2RJ64,A0A090BZT4,V0YP03,D7ZFP6,A0A1X3JBQ6,A0A069XK10,A0A0G3K7Z5,D7Z9H1,A0A080IK26,A0A037Y8L6,V6FZ95,L3BXG0,L3PZ69,B6I217,A0A376HTV6,D7X302,H4KMS9,U9ZNW8,D8A1L7,V0ALD2,P0ADY7,D6I2Q0,S1CG62,A0A0A8UEU4,H4KMQ6,P60438,T6N332,A0A0K5Z365,D7XH79,P0A7R9,D7ZI15,B7MIU7,J7R4G2,C3SSQ8,A0A2S5ZT99,D7Z9G0,D6IE98","A0A0E2L017,B7MGC4,S1EK76,A0A1X3KX08,F4SQ43,A0A090BZT4,V0YP03,A0A1X3JBQ6,A0A080IK26,L3BXG0,A0A037Y8L6,L3PZ69,B6I217,A0A376HTV6,U9ZNW8,D8A1L7,V0ALD2,P0ADY7,P60438,D7XH79,P0A7R9,B7MIU7,J7R4G2,C3SSQ8,D6IE98",0.275,0.837,0.03
EMD-9701,Cryo-EM structure of the CMV-stalled human 80S ribosome (Structure ii),3.9,6ip5,"P46777,Q02878,P62241,P62851,P62917,P61313,P62273,P62753,P84098,P62847,P47914,P39019,P18124,P62891,P61247,P63173,P35268,P62263,P39023,P18621,P62244,P32969,P63220,P49207,P08708,P62266,P08865,Q02543,P61927,P62701,P62913,P62854,P62888,P63244,P62081,P23396,P62280,P62910,P36578,P46783,P40429,Q96L21,P61513,P46779,P46776,P62750,P50914,P62945,P25398,P62861,P46782,P62841,P83881,P15880,P62987,P83731,P62857,P46778,P42677,P62899,P18077,P62906,P62424,P61254,P61353,P62249,P62277,P62269,P62979,Q9Y3U8,P60866,Q07020,P42766,P46781,P26373","P46777,Q02878,P62241,P62851,P62917,P61313,P62273,P62753,P84098,P62847,P47914,P39019,P18124,P62891,P61247,P63173,P35268,P62263,P39023,P18621,P62244,P32969,P63220,P49207,P08708,P62266,P08865,Q02543,P61927,P62701,P62913,P62854,P62888,P63244,P62081,P23396,P62280,P62910,P36578,P46783,P40429,Q96L21,P61513,P46779,P46776,P62750,P50914,P62945,P25398,P62861,P46782,P62841,P83881,P15880,P62987,P83731,P62857,P46778,P42677,P62899,P18077,P62906,P62424,P61254,P61353,P62249,P62277,P62269,P62979,Q9Y3U8,P60866,Q07020,P42766,P46781,P26373",0.356,0.842,0.03
EMD-4404,"eIF2B:eIF2 complex, phosphorylated on eIF2 alpha serine 52.",3.93,6i3m,"P32481,P09064,P20459,P09032,P12754,P32501","P32481,P09064,P20459,P09032,P12754,P32501",0.307,0.497,0.055
EMD-0664,Electron cryo-microscopy of the eukaryotic translation initiation factor 2B bound to eukaryotic translation initiation factor 2 from Homo sapiens,3.03,6o9z,"Q9UI10,Q9NR50,P05198,Q13144,P49770","Q9UI10,Q9NR50,P05198,Q13144,P49770",0.441,0.779,1.9
EMD-0651,Electron cryo-microscopy of the eukaryotic translation initiation factor 2B bound to eukaryotic translation initiation factor 2 from Homo sapiens,3.03,6o85,"Q9UI10,Q9NR50,P05198,P41091,Q13144,P49770,Q14232","Q9UI10,Q9NR50,P05198,P41091,Q13144,P49770,Q14232",0.359,0.666,0.4
EMD-0649,Electron cryo-microscopy of the eukaryotic translation initiation factor 2B bound to translation initiation factor 2 from Homo sapiens,3.21,6o81,"Q9UI10,Q9NR50,P05198,P41091,Q13144,P49770,Q14232","Q9UI10,Q9NR50,P05198,P41091,Q13144,P49770,Q14232",0.324,0.674,0.327
EMD-4478,Structure of tmRNA SmpB bound past E site of E. coli 70S ribosome,3.7,6q9a,"P02358,P0A7M9,A0A0K4SFK5,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,F5NAB8,P0AG59,P0AG44,P0A7T3,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919","P02358,P0A7M9,A0A0K4SFK5,P0A7W1,P02359,P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG59,P0A7T3,P0AG44,P0A7T7,P0A7N9,P0A7X3,P0A7V0,P0AG63,P0A7K6,P0ADZ4,P0A7J3,P0A7R5,P0C018,P0AA10,P0A7W7,P0A7N4,P60422,P0A7Q6,P0A7V8,P0ADY7,P0A7V3,P0A7U3,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7U7,P0A7Q1,P0A7S9,P0A7R9,P68679,P0ADZ0,P0ADY3,P0A7J7,P62399,P61175,P60624,P68919",0.44,0.891,0.05
EMD-0514,Structural insights into unique features of the human mitochondrial ribosome recycling,3.9,6nu2,"Q9NRX2,Q9Y2R5,Q96EY7,Q9H9J2,Q9Y3D9,Q7Z7H8,Q9BRJ2,P82914,Q9HD33,Q9Y291,Q7Z2W9,Q96DV4,Q9BYD1,Q9NZE8,Q9BQ48,Q9Y6G3,Q96GC5,Q9H0U6,Q8TCC3,P82930,P49406,Q9Y3D5,Q9NYK5,Q92552,Q6P1L8,P82933,P82650,Q96A35,Q4U2R6,Q14197,Q92665,Q9Y3B7,Q9Y676,Q8IXM3,P09001,P82675,O60783,Q9NQ50,Q86TS9,Q13084,Q9NWU5,Q9BYD3,P82663,O75394,P82664,P82912,Q9BYC8,Q8TAE8,Q9BQC6,Q6P161,Q9BZE1,Q9NVS2,Q9H2W6,Q9BYN8,Q96EL3,Q8N5N7,Q9BYC9,Q96E11,Q9NX20,Q9Y399,Q9NWT8,Q7Z7F7,Q9Y2R9,Q9NP92,Q13405,Q9Y3D3,Q96EL2,P51398,P82932,Q9P0J6,Q16540,P82673,Q9BYD2,Q8N983,Q96BP2,O15235,P82921","Q9NRX2,Q9Y2R5,Q96EY7,Q9H9J2,Q9Y3D9,Q7Z7H8,Q9BRJ2,P82914,Q9HD33,Q9Y291,Q7Z2W9,Q96DV4,Q9BYD1,Q9NZE8,Q9BQ48,Q9Y6G3,Q96GC5,Q9H0U6,Q8TCC3,P82930,P49406,Q9Y3D5,Q9NYK5,Q92552,Q6P1L8,P82933,P82650,Q96A35,Q4U2R6,Q14197,Q92665,Q9Y3B7,Q9Y676,Q8IXM3,P09001,P82675,O60783,Q9NQ50,Q86TS9,Q13084,Q9NWU5,Q9BYD3,P82663,O75394,P82664,P82912,Q9BYC8,Q8TAE8,Q9BQC6,Q6P161,Q9BZE1,Q9NVS2,Q9H2W6,Q9BYN8,Q96EL3,Q8N5N7,Q9BYC9,Q96E11,Q9NX20,Q9Y399,Q9NWT8,Q7Z7F7,Q9Y2R9,Q9NP92,Q13405,Q9Y3D3,Q96EL2,P51398,P82932,Q9P0J6,Q16540,P82673,Q9BYD2,Q8N983,Q96BP2,O15235,P82921",0.246,0.96,0.188
EMD-4638,Structure of a bacterial 50S ribosomal subunit in complex with the novel quinoxolidinone antibiotic cadazolid,3,6qul,"P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG44,P0A7N9,P0A7K6,P0C018,P0AA10,P0A7N4,P60422,P0A7Q6,P0ADY7,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7Q1,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919","P0AG55,P0AG51,P02413,P0A7L8,P0A7P5,P0AG44,P0A7N9,P0A7K6,P0C018,P0AA10,P0A7N4,P60422,P0A7Q6,P0ADY7,P0AG48,P60438,P0A7L3,P0A7M2,P0A7M6,P0A7R1,P60723,P0A7Q1,P0ADZ0,P0ADY3,P62399,P61175,P60624,P68919",0.556,0.705,0.1
EMD-0238,Yeast RNA polymerase I elongation complex bound to nucleotide analog GMPCPP,3.42,6hko,"P50106,P07703,P20436,P20434,P40422,P32529,P22139,P20435,P28000,Q01080,P22138,P46669,P47006,P10964","P50106,P07703,P20436,P20434,P40422,P32529,P22139,P20435,P28000,Q01080,P22138,P46669,P47006,P10964",0.478,0.714,0.0388
EMD-0241,Yeast apo RNA polymerase I*,3.21,6hls,"P50106,P07703,P20436,P20434,P40422,P32529,P22139,P20435,P28000,P22138,P46669,P10964","P50106,P07703,P20436,P20434,P40422,P32529,P22139,P20435,P28000,P22138,P46669,P10964",0.515,0.567,0.0777
EMD-0239,Yeast RNA polymerase I* elongation complex bound to nucleotide analog GMPCPP,3.18,6hlq,"P50106,P07703,P20436,P20434,P40422,P32529,P22139,P20435,P28000,P22138,P46669,P10964","P50106,P07703,P20436,P20434,P40422,P32529,P22139,P20435,P28000,P22138,P46669,P10964",0.524,0.721,0.066
EMD-0240,Yeast RNA polymerase I elongation complex bound to nucleotide analog GMPCPP (core focused),3.18,6hlr,"P50106,P07703,P20436,P20434,P40422,P32529,P22139,P20435,P28000,P22138,P46669,P10964","P50106,P07703,P20436,P20434,P40422,P32529,P22139,P20435,P28000,P22138,P46669,P10964",0.512,0.723,0.0493
EMD-7870,Structure of the 50S ribosomal subunit from Methicillin Resistant Staphylococcus aureus in complex with the oxazolidinone antibiotic LZD-6,3.1,6ddg,"Q2FXT0,Q2FY22,Q2FW16,Q2FW33,Q2YZB6,P0A0G2,Q2FW17,Q2FW38,Q2FW07,Q2FZ60,Q2FXQ1,Q2FXS8,P0A0F8,Q2FW22,Q2FZF1,Q2FW11,Q2FXQ0,Q2FW29,Q2FW08,Q2FW14,P60430,Q2FZ42,Q2FW13,Q2FJE0,Q2FW06","Q2FXT0,Q2FY22,Q2FW16,Q2FW33,Q2YZB6,P0A0G2,Q2FW17,Q2FW38,Q2FW07,Q2FZ60,Q2FXQ1,Q2FXS8,P0A0F8,Q2FW22,Q2FZF1,Q2FW11,Q2FXQ0,Q2FW29,Q2FW08,Q2FW14,P60430,Q2FZ42,Q2FW13,Q2FJE0,Q2FW06",0.562,0.889,0.03
EMD-0597,Structure of a drug-like molecule stalled ribosome nascent chain complex (PCSK9-RNC) in rotated state with AA tRAN and PE tRNA,3.72,6om7,,,0.234,0.525,0.022
EMD-0598,Structure of a drug-like molecule stalled ribosome nascent chain complex (PCSK9_RNC) in non-rotated state with PP tRNA,3.9,6olz,,,0.394,0.624,0.022
EMD-0596,Structure of a drug-like molecule stalled PCSK9 ribosome nascent chain complex (PCSK9-RNC) with AP tRNA and PE tRNA,3.08,6om0,,,0.511,0.792,0.022
