title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD
"Hypomethylated yeast 80S bound with cycloheximide, unmodified U2921, mid rotated",2.88,EMD-40993,8t30,"P87262,P05756,A0A6A5PVE9,A0A6A5Q7I9,A0A6A5PUZ5,P0CX47,P0CX31,A0A6A5Q6F2,A0A6A5PV92,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P14126,P07280,P02406,P32905,P0CX51,P14120,A0A6A5Q8I3,P0CX35,Q12690,P38011,B3LMD0,A0A6A5Q1M9,A0A6A5PWR1,P49166,A0A6A5PUL8,A0A1L4AA68,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,A0A6A5Q3W0,Q02326,P26784,A0A6A5PY83,P05738,P0CX39,P06367,P0CX82,A0A6A5Q0W8,P04650,P26786,P0CX45,A0A6A5PRY4,Q08745,A0A6A5Q0E8,P02407,P05748,P0CX33,Q02753,P0CX49,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P35997,P04456,P0CX27,A0A6A5PU37,P0CX86,P0C0V8,P05743,A0A6A5PSE9,O13516,A0A6A5Q700,P0CX84","P87262,P05756,A0A6A5PVE9,A0A6A5Q7I9,A0A6A5PUZ5,P0CX47,P0CX31,A0A6A5Q6F2,A0A6A5PV92,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P14126,P07280,P02406,P32905,P0CX51,P14120,A0A6A5Q8I3,P0CX35,Q12690,P38011,B3LMD0,A0A6A5Q1M9,A0A6A5PWR1,P49166,A0A6A5PUL8,A0A1L4AA68,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,A0A6A5Q3W0,Q02326,P26784,A0A6A5PY83,P05738,P0CX39,P06367,P0CX82,A0A6A5Q0W8,P04650,P26786,P0CX45,A0A6A5PRY4,Q08745,A0A6A5Q0E8,P02407,P05748,P0CX33,Q02753,P0CX49,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P35997,P04456,P0CX27,A0A6A5PU37,P0CX86,P0C0V8,P05743,A0A6A5PSE9,O13516,A0A6A5Q700,P0CX84"
"Hypomethylated yeast 80S bound with cycloheximide, P-site tRNA, and A-site tRNA, messenger RNA, PRE",2.2,EMD-40991,8t2y,"P87262,P05756,A0A6A5PVE9,A0A6A5Q7I9,A0A6A5PUZ5,P0CX47,P0CX31,A0A6A5Q6F2,A0A6A5PV92,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P14126,P07280,P02406,P32905,P0CX51,P14120,A0A6A5Q8I3,P0CX35,Q12690,P38011,B3LMD0,A0A6A5Q1M9,A0A6A5PWR1,P49166,A0A6A5PUL8,A0A1L4AA68,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,A0A6A5Q3W0,Q02326,P26784,A0A6A5PY83,P05738,P0CX39,P06367,P0CX82,A0A6A5Q0W8,P04650,P26786,P0CX45,A0A6A5PRY4,Q08745,A0A6A5Q0E8,P02407,P05748,P0CX33,Q02753,P0CX49,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P35997,P04456,P0CX27,A0A6A5PU37,P0CX86,P0C0V8,P05743,A0A6A5PSE9,O13516,A0A6A5Q700,P0CX84","P87262,P05756,A0A6A5PVE9,A0A6A5Q7I9,A0A6A5PUZ5,P0CX47,P0CX31,A0A6A5Q6F2,A0A6A5PV92,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P14126,P07280,P02406,P32905,P0CX51,P14120,A0A6A5Q8I3,P0CX35,Q12690,P38011,B3LMD0,A0A6A5Q1M9,A0A6A5PWR1,P49166,A0A6A5PUL8,A0A1L4AA68,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,A0A6A5Q3W0,Q02326,P26784,A0A6A5PY83,P05738,P0CX39,P06367,P0CX82,A0A6A5Q0W8,P04650,P26786,P0CX45,A0A6A5PRY4,Q08745,A0A6A5Q0E8,P02407,P05748,P0CX33,Q02753,P0CX49,P0CX55,P05745,P0CX41,P0C2H6,P17076,P05740,P0CX25,P0CX29,P35997,P04456,P0CX27,A0A6A5PU37,P0CX86,P0C0V8,P05743,A0A6A5PSE9,O13516,A0A6A5Q700,P0CX84"
Yeast SDD1 Disome with Mbf1,2.9,EMD-50259,9f9s,"P14127,P05744,P0CH08,P38701,Q01855,P0CX51,P0CX35,Q12690,P05749,P05737,P26321,P05759,P0CX39,P06367,P49167,Q08745,P02407,P05747,P05745,P0CX41,P0C2H6,P39516,P0C0W9,P0CX86,P0C0V8,P38061,P0CX49,P87262,P41057,P05756,P48589,P0CX47,P0C2H8,P14120,P49166,Q3E7X9,Q3E792,P41805,P26784,P0CX82,P0CX45,P26786,P33442,P0CX33,P35997,P0CX29,P0CX27,P26783,O13516,Q02326,P0CX84,P39938,P0CX31,P05317,P14126,P02406,P05739,P38011,P05750,P0C0W1,P10664,P0CX37,P05738,P04449,O14467,P0CX55,P05740,P0CX25,P25443,P05743,P07280,P32905,P0C0X0,P39983,P36105,P0CX53,P05748,Q02753,P17076,P0CX23,P04456,P04650","P14127,P05744,P0CH08,P38701,Q01855,P0CX51,P0CX35,Q12690,P05749,P05737,P26321,P05759,P0CX39,P06367,P49167,Q08745,P02407,P05747,P05745,P0CX41,P0C2H6,P39516,P0C0W9,P0CX86,P0C0V8,P38061,P0CX49,P87262,P41057,P05756,P48589,P0CX47,P0C2H8,P14120,P49166,Q3E7X9,Q3E792,P41805,P26784,P0CX82,P0CX45,P26786,P33442,P0CX33,P35997,P0CX29,P0CX27,P26783,O13516,Q02326,P0CX84,P39938,P0CX31,P05317,P14126,P02406,P05739,P38011,P05750,P0C0W1,P10664,P0CX37,P05738,P04449,O14467,P0CX55,P05740,P0CX25,P25443,P05743,P07280,P32905,P0C0X0,P39983,P36105,P0CX53,P05748,Q02753,P17076,P0CX23,P04456,P04650"
"Eukaryotic 80S ribosome with Reh1, eIF5A and A/P site tRNA",3.22,EMD-42525,8ut0,"P87262,P41057,P05756,A0A6A5PVE9,P48589,P39938,A0A6A5PUZ5,P0CX47,A0A6A5Q6F2,P0CX31,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P07280,P02406,P32905,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P0C0W1,P49166,P10664,Q3E7X9,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,P26784,A0A6A5PY83,P05738,P05743,A0A0J9X221,P06367,A0A6A5Q0W8,P0CX82,P04650,P26786,P0CX45,A0A6A5Q627,P49167,A0A6A5PRY4,Q08745,P02407,A0A8H4C0K3,P05748,A0A6A5PRT8,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P05740,P0CX25,A0A8H8ULI0,P0CX29,P35997,P0CX23,P0C0W9,P04456,P0CX27,A0A6A5PU37,P0CX86,P0C0V8,P26783,O13516,P38061,P0CX49,P0CX84","P87262,P41057,P05756,A0A6A5PVE9,P48589,P39938,A0A6A5PUZ5,P0CX47,A0A6A5Q6F2,P0CX31,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P07280,P02406,P32905,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P0C0W1,P49166,P10664,Q3E7X9,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,P26784,A0A6A5PY83,P05738,P05743,A0A0J9X221,P06367,A0A6A5Q0W8,P0CX82,P04650,P26786,P0CX45,A0A6A5Q627,P49167,A0A6A5PRY4,Q08745,P02407,P05748,A0A6A5PRT8,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P05740,P0CX25,P0CX29,P35997,P0CX23,P0C0W9,P04456,P0CX27,A0A6A5PU37,P0CX86,P0C0V8,P26783,O13516,P38061,P0CX49,P0CX84"
Eukaryotic 80S ribosome with Reh1 and A/P site tRNA,3.13,EMD-42540,8uti,"P87262,P41057,P05756,A0A6A5PVE9,P48589,P39938,A0A6A5PUZ5,P0CX47,A0A6A5Q6F2,P0CX31,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P07280,P02406,P32905,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P0C0W1,P49166,P10664,Q3E7X9,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,P38061,P26784,A0A6A5PY83,P05738,P05743,P06367,P0CX82,A0A6A5Q0W8,P04650,P26786,P0CX45,A0A6A5Q627,P49167,A0A6A5PRY4,A0A6A5PRT8,Q08745,P02407,A0A8H4C0K3,P05748,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P05740,P0CX25,P0CX29,P35997,P0CX23,P0C0W9,P04456,P0CX27,A0A6A5PU37,P0CX86,P0C0V8,P26783,O13516,A0A6A5Q1H1,P0CX49,P0CX84","P87262,P41057,P05756,A0A6A5PVE9,P48589,P39938,A0A6A5PUZ5,P0CX47,A0A6A5Q6F2,P0CX31,P05744,P0CH08,P0C2H8,A0A6A5Q3Q1,P07280,P02406,P32905,P0CX51,P14120,P05739,P0CX35,Q12690,P38011,P0C0W1,P49166,P10664,Q3E7X9,A0A6A5PZ18,P36105,P05749,A0A6A5PWF7,P0CX37,P05737,P38061,P26784,A0A6A5PY83,P05738,P05743,P06367,P0CX82,A0A6A5Q0W8,P04650,P26786,P0CX45,A0A6A5Q627,P49167,A0A6A5PRY4,A0A6A5PRT8,Q08745,P02407,P05748,P0CX33,Q02753,P05747,P0CX55,P05745,P0CX41,P0C2H6,P05740,P0CX25,P0CX29,P35997,P0CX23,P0C0W9,P04456,P0CX27,A0A6A5PU37,P0CX86,P0C0V8,P26783,O13516,A0A6A5Q1H1,P0CX49,P0CX84"
Cryo-EM map of the Chlamydomonas C* complex from Cdc5L-Flag dataset,2.6,EMD-38362,8xi2,"A0A2K3E831,A8JCA8,A0A2K3E769,A8HRS8,A0A2K3CNP4,A8JGI0,A0A2K3DML4,A8IYZ2,A0A2K3E050,A0A2K3DR41,A0A2K3DAL7,A8I074,A0A2K3CTT9,A0A2K3CX88,A8J834,A0A2K3CN43,A0A2K3DFH0,A0A2K3DAW8,A8I0E2,A0A2K3D3K4,A0A2K3DYR4,A0A2K3CXZ4,A8I9S6,A0A2K3DMA3,A0A2K3E5Q8,A0A2K3DUN6","A0A2K3E831,A8JCA8,A0A2K3E769,A8HRS8,A0A2K3CNP4,A8JGI0,A0A2K3DML4,A8IYZ2,A0A2K3E050,A0A2K3DAL7,A8I074,A0A2K3CTT9,A0A2K3CX88,A8J834,A0A2K3CN43,A0A2K3DFH0,A0A2K3DAW8,A8I0E2,A0A2K3D3K4,A0A2K3DYR4,A0A2K3CXZ4,A8I9S6,A0A2K3DMA3,A0A2K3DUN6"
Structure of Candida albicans 80S ribosome in complex with mefloquine,3.1,EMD-16874,8ogj,"A0A8H6F6B7,A0A8H6F1S5,A0A8H6F0G8,A0A8H6F0V0,A0A1D8PM41,P9WER7,A0A8H6BS29,A0A8H6BTS1,A0A8H6BR69,Q9P834,A0A8H6C4Y1,A0A8H6F1X2,A0A8H6EZQ8,A0A8H6F1M1,A0A8H6F0S0,A0A8H6C3A1,A0A8H6BTR7,A0A1D8PP14,Q9P844,A0A1D8PM75,A0A8H6BYS1,A0A1D8PCI6,A0A8H6C3N3,A0A8H6F0V4,Q59LS1,A0A8H6BYJ9,A0A8H6F1X9,A0A1D8PN83,A0A8H6C655,A0A8H6BUG0,A0A8H6BWE6,Q5A6R1,A0A8H6BZ37,A0A1D8PF45,A0A8H6F171,A0A8H6BWQ8,A0A8H6F0N4,A0A8H6F6A1,P83774,A0A8H6C387,A0A8H6C444,O94008,O94017,A0A1D8PTR4,A0A8H6C5L4,A0A8H6BZJ3,A0A8H6F4G0,A0A8H6BZ56,Q9P843,A0A8H6C395,A0A1D8PSK2,A0A8H6C337,A0A1D8PK40,A0A8H6BZ90,Q5AIB8,A0A8H6C3K1,A0A8H6BVY8,A0A8H6F1C8,A0A8H6F3X2,A0A8H6F4H4,A0A8H6C4U1,A0A8H6BW57,A0A1D8PG16,A0A1D8PK22,Q5AGZ7,A0A8H6BVN2,A0A8H6F3Y8,Q5A109,A0A8H6C0A5,Q96W55,A0A1D8PL68,P47834,A0A8H6F5V7,A0A8H6F332","A0A1D8PM41,Q9P834,A0A1D8PP14,Q9P844,A0A1D8PM75,A0A1D8PCI6,A0A1D8PN83,Q5A6R1,A0A1D8PF45,P83774,O94008,O94017,A0A1D8PTR4,Q9P843,A0A1D8PSK2,A0A1D8PK40,Q5AIB8,A0A1D8PG16,A0A1D8PK22,Q5AGZ7,Q5A109,Q96W55,A0A1D8PL68,P47834,Q59LS1"
Cryo-EM structure of the human cap binding complex (CBC),3.38,EMD-40780,8suy,"Q09161,P52298","Q09161,P52298"
Cryo-EM structure of the CBC-ALYREF complex,3.22,EMD-40739,8srr,"Q4KL64,Q09161,P52298","Q4KL64,Q09161,P52298"
Integrative Structure of the human intron lariat Spliceosome (ILS''),3.5,EMD-19399,8ro2,"Q69YN2,O75934,Q9NW64,Q2TBE0,Q15029,Q6P2Q9,Q9ULR0,O43143,Q9P013,P62308,P41223,Q99459,P62318,Q96DF8,O60306,P62304,Q9UMS4,Q96DI7,P62316,Q8WUD4,Q9HCS7,Q9Y5B6,Q9UBB9,O43660,Q9Y3C6,P14678,P62314,P62306,O95926,Q13573,Q6IQ49,O60508,Q9BZJ0","Q69YN2,O75934,Q9NW64,Q2TBE0,Q15029,Q6P2Q9,Q9ULR0,O43143,Q9P013,P62308,P41223,Q99459,P62318,Q96DF8,O60306,P62304,Q9UMS4,Q96DI7,P62316,Q8WUD4,Q9HCS7,Q9Y5B6,Q9UBB9,O43660,Q9Y3C6,P14678,P62314,P62306,O95926,Q13573,Q6IQ49,O60508,Q9BZJ0"
"Human Drosha, DGCR8 and SRSF3 in complex with Pri-let-7f1",3.0,EMD-43823,9asq,"Q9NRR4,P84103,Q8WYQ5","Q9NRR4,P84103,Q8WYQ5"
Structure of the C. elegans Intron Lariat Spliceosome double-primed for disassembly (ILS''),3.0,EMD-19398,8ro1,"Q17348,Q95XJ1,Q18786,Q23463,Q10051,Q22412,O44729,O16376,O45766,G5EFC4,O16216,G5ECH1,Q17784,Q9N4G9,G5EEL2,Q10946,E3LR34,Q9XTU6,Q20716,Q9U2S6,Q21323,Q9BLB6,Q19211,Q09385,G5EC45,Q22417,P91175,P34659,P34313,Q20875,Q22836,Q9U1Q7,P91918,P34369,Q18445","Q17348,Q95XJ1,Q18786,Q23463,Q10051,Q22412,O44729,O16376,O45766,G5EFC4,O16216,G5ECH1,Q17784,Q9N4G9,G5EEL2,Q10946,E3LR34,Q9XTU6,Q20716,Q9U2S6,Q21323,Q9BLB6,Q19211,Q09385,G5EC45,Q22417,P91175,P34659,P34313,Q20875,Q22836,Q9U1Q7,P91918,P34369,Q18445"
Composite map of the C. elegans Intron Lariat Spliceosome primed for disassembly (ILS'),2.9,EMD-19397,8ro0,"Q17348,Q95XJ1,Q18786,Q23463,Q10051,Q22412,O44729,O16376,O45766,G5EFC4,G5ECH1,Q17784,Q9N4G9,G5EEL2,E3LR34,Q9XTU6,Q20716,Q9U2S6,Q21323,Q9BLB6,Q19211,Q09385,Q22417,P91175,P34659,Q9U2G0,P34313,Q22836,Q9U1Q7,P91918,P34369,Q18445","Q17348,Q95XJ1,Q18786,Q23463,Q10051,Q22412,O44729,O16376,O45766,G5EFC4,G5ECH1,Q17784,Q9N4G9,G5EEL2,E3LR34,Q9XTU6,Q20716,Q9U2S6,Q21323,Q9BLB6,Q19211,Q09385,Q22417,P91175,P34659,Q9U2G0,P34313,Q22836,Q9U1Q7,P91918,P34369,Q18445"
The cryo-EM structure of human Bact-I complex,3.0,EMD-35107,8i0r,"Q9NW64,Q15459,P09661,Q15029,Q9BRD0,Q6P2Q9,Q12874,Q9Y3B4,Q9Y388,Q9P013,P62308,O15541,Q15427,Q8IYB3,Q99459,P41223,Q7RTV0,P62318,Q8TAD8,O60306,P62304,Q9BWJ5,Q9HCS7,Q96DI7,O75643,Q9HCG8,P62316,O43660,P08579,O75533,Q9UNP9,Q13435,P14678,Q15428,P62306,P62314,Q6UX04,Q15393,Q13573,Q13356,Q9UQ35,O60231,Q9BZJ0","Q9NW64,Q15459,P09661,Q15029,Q9BRD0,Q6P2Q9,Q12874,Q9Y3B4,Q9Y388,Q9P013,P62308,O15541,Q15427,Q8IYB3,Q99459,P41223,Q7RTV0,P62318,Q8TAD8,O60306,P62304,Q9BWJ5,Q9HCS7,Q96DI7,O75643,Q9HCG8,P62316,O43660,P08579,O75533,Q9UNP9,Q13435,P14678,Q15428,P62306,P62314,Q6UX04,Q15393,Q13573,Q13356,O60231,Q9BZJ0"
The cryo-EM structure of human pre-Bact complex,3.4,EMD-35105,8i0p,"Q9NW64,Q15459,P09661,Q15029,Q9BRD0,Q6P2Q9,Q12874,Q9Y3B4,Q9Y388,Q9P013,P62308,Q15427,Q8IYB3,Q99459,P41223,Q7RTV0,P62318,Q8TAD8,O60306,P62304,Q9BWJ5,Q9HCS7,Q96DI7,O75643,P62316,O43660,P08579,O75533,Q9UNP9,Q13435,P14678,O60870,P62306,P62314,Q15428,Q15393,Q13573,Q13356,Q9BZJ0","Q9NW64,Q15459,P09661,Q15029,Q9BRD0,Q6P2Q9,Q12874,Q9Y3B4,Q9Y388,Q9P013,P62308,Q15427,Q8IYB3,Q99459,P41223,Q7RTV0,P62318,Q8TAD8,O60306,P62304,Q9BWJ5,Q9HCS7,Q96DI7,O75643,P62316,O43660,P08579,O75533,Q9UNP9,Q13435,P14678,O60870,P62306,P62314,Q15428,Q15393,Q13573,Q13356,Q9BZJ0"
The cryo-EM structure of human post-Bact complex,3.0,EMD-35111,8i0v,"O75934,Q9NW64,P09661,Q15029,Q6P2Q9,Q9P013,P62308,Q15427,Q99459,P41223,Q7RTV0,P62318,Q8WUA2,O60306,P62304,Q9UMS4,Q9BWJ5,Q9HCS7,Q96DI7,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,O75533,Q9UNP9,Q13435,P14678,P62314,P62306,O95926,Q13573,Q15393,Q9UQ35,O60508,O60231,Q9BZJ0","O75934,Q9NW64,P09661,Q15029,Q6P2Q9,Q9P013,P62308,Q15427,Q99459,P41223,Q7RTV0,P62318,Q8WUA2,O60306,P62304,Q9UMS4,Q9BWJ5,Q9HCS7,Q96DI7,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,O75533,Q9UNP9,Q13435,P14678,P62314,P62306,O95926,Q13573,Q15393,O60508,O60231,Q9BZJ0"
The cryo-EM structure of human Bact-III complex,3.0,EMD-35109,8i0t,"O75934,Q9NW64,Q15459,P09661,Q15029,Q6P2Q9,Q12874,Q9P013,P62308,O15541,Q15427,Q99459,P41223,Q7RTV0,P62318,Q8WUA2,O60306,P62304,Q9UMS4,Q9BWJ5,Q9HCS7,Q96DI7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,O75533,Q9UNP9,Q13435,P14678,Q15428,P62306,P62314,Q15393,Q13573,Q13356,Q9UQ35,O60508,O60231,Q9BZJ0","O75934,Q9NW64,Q15459,P09661,Q15029,Q6P2Q9,Q12874,Q9P013,P62308,O15541,Q15427,Q99459,P41223,Q7RTV0,P62318,Q8WUA2,O60306,P62304,Q9UMS4,Q9BWJ5,Q9HCS7,Q96DI7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,O75533,Q9UNP9,Q13435,P14678,Q15428,P62306,P62314,Q15393,Q13573,Q13356,O60508,O60231,Q9BZJ0"
The cryo-EM structure of human Bact-IV complex,3.3,EMD-35110,8i0u,"O75934,Q9NW64,P09661,Q15029,Q6P2Q9,Q12874,Q9P013,P62308,O15541,Q15427,Q99459,P41223,Q7RTV0,P62318,Q8WUA2,O60306,P62304,Q9UMS4,Q9BWJ5,Q9HCS7,Q96DI7,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,O75533,Q9UNP9,Q13435,P14678,P62314,P62306,O95926,Q13573,Q15393,Q9UQ35,O60508,O60231,Q9BZJ0","O75934,Q9NW64,P09661,Q15029,Q6P2Q9,Q12874,Q9P013,P62308,O15541,Q15427,Q99459,P41223,Q7RTV0,P62318,Q8WUA2,O60306,P62304,Q9UMS4,Q9BWJ5,Q9HCS7,Q96DI7,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,O75533,Q9UNP9,Q13435,P14678,P62314,P62306,O95926,Q13573,Q15393,O60508,O60231,Q9BZJ0"
The cryo-EM structure of human C complex,3.4,EMD-35113,8i0w,"O75934,Q9NW64,P09661,Q15029,Q6P2Q9,Q9ULR0,Q86X95,Q9P013,Q9BW85,P62308,Q99459,P41223,O15234,P62318,Q9NW82,Q96BP3,Q14331,O60306,P62304,Q9NXE8,Q9UMS4,Q9HCS7,Q96DI7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q9UNP9,Q9Y5S9,Q92620,P14678,P62314,P62306,O95926,Q13573,P38919,Q9UQ35,O60508,P61326,Q9BZJ0","O75934,Q9NW64,P09661,Q15029,Q6P2Q9,Q9ULR0,Q86X95,Q9P013,Q9BW85,P62308,Q99459,P41223,O15234,P62318,Q9NW82,Q96BP3,Q14331,O60306,P62304,Q9NXE8,Q9UMS4,Q9HCS7,Q96DI7,O75643,Q9HCG8,P62316,O43660,Q9Y3C6,P08579,Q9UNP9,Q9Y5S9,Q92620,P14678,P62314,P62306,O95926,Q13573,P38919,O60508,P61326,Q9BZJ0"
"Cryo-EM structure of the yeast 80S ribosome with tigecycline, eEF2, Stm1 and eIF5A",3.2,EMD-36839,8k2d,"P05744,P0CH08,P38701,P32324,Q01855,P0CX51,P39015,P0CX35,Q12690,P05749,P05737,P26321,P05759,P0CX39,P06367,P49167,Q08745,P02407,P05747,P05745,P0CX41,P0C2H6,P23301,P0C0W9,P0CX86,P0C0V8,P38061,P0CX49,P87262,P41057,P05756,P48589,P0CX47,P0C2H8,P14120,P49166,Q3E7X9,Q3E792,P41805,P26784,P0CX82,P26786,P0CX45,P33442,P0CX33,P0CX29,P35997,P0CX27,P26783,O13516,Q02326,P0CX43,P0CX84,P0CX31,P05317,P14126,P02406,P38011,P05750,P0C0W1,P10664,P0CX37,P05738,P04449,P0CX55,P05740,P0CX25,P25443,P05743,P07280,P32905,P39939,P36105,P0CX53,P05748,Q02753,P17076,P0CX23,P04456,P04650","P05744,P0CH08,P38701,P32324,Q01855,P0CX51,P39015,P0CX35,Q12690,P05749,P05737,P26321,P05759,P0CX39,P06367,P49167,Q08745,P02407,P05747,P05745,P0CX41,P0C2H6,P23301,P0C0W9,P0CX86,P0C0V8,P38061,P0CX49,P87262,P41057,P05756,P48589,P0CX47,P0C2H8,P14120,P49166,Q3E7X9,Q3E792,P41805,P26784,P0CX82,P26786,P0CX45,P33442,P0CX33,P0CX29,P35997,P0CX27,P26783,O13516,Q02326,P0CX43,P0CX84,P0CX31,P05317,P14126,P02406,P38011,P05750,P0C0W1,P10664,P0CX37,P05738,P04449,P0CX55,P05740,P0CX25,P25443,P05743,P07280,P32905,P39939,P36105,P0CX53,P05748,Q02753,P17076,P0CX23,P04456,P04650"
"Cryo-EM structure of the yeast 80S ribosome with tigecycline, Not5 and P-site tRNA",3.0,EMD-36945,8k82,"P05744,P0CH08,P38701,Q01855,P0CX51,P0CX35,Q12690,P05749,P05737,P26321,P05759,P0CX39,P06367,P49167,Q08745,P02407,P05747,P05745,P0CX41,P0C2H6,P0C0W9,P0CX86,P0C0V8,P38061,P0CX49,P87262,P41057,P05756,P48589,P0CX47,P0C2H8,P14120,P49166,Q3E7X9,Q3E792,P41805,P26784,P0CX82,P26786,P0CX45,P33442,P0CX33,P0CX29,P35997,P0CX27,P26783,O13516,Q02326,P0CX43,P0CX84,P0CX31,P05317,P14126,P02406,P38011,P05750,P0C0W1,P10664,Q12514,P0CX37,P05738,P04449,P0CX55,P05740,P0CX25,P25443,P05743,P07280,P32905,P39939,P36105,P0CX53,P05748,Q02753,P17076,P0CX23,P04456,P04650","P05744,P0CH08,P38701,Q01855,P0CX51,P0CX35,Q12690,P05749,P05737,P26321,P05759,P0CX39,P06367,P49167,Q08745,P02407,P05747,P05745,P0CX41,P0C2H6,P0C0W9,P0CX86,P0C0V8,P38061,P0CX49,P87262,P41057,P05756,P48589,P0CX47,P0C2H8,P14120,P49166,Q3E7X9,Q3E792,P41805,P26784,P0CX82,P26786,P0CX45,P33442,P0CX33,P0CX29,P35997,P0CX27,P26783,O13516,Q02326,P0CX43,P0CX84,P0CX31,P05317,P14126,P02406,P38011,P05750,P0C0W1,P10664,Q12514,P0CX37,P05738,P04449,P0CX55,P05740,P0CX25,P25443,P05743,P07280,P32905,P39939,P36105,P0CX53,P05748,Q02753,P17076,P0CX23,P04456,P04650"
Mouse RPL39L integrated into the yeast 60S ribosomal subunit,2.15,EMD-17653,8pfr,"P87262,P05744,P0CH08,P0C2H8,P14126,P02406,P14120,Q12690,P49166,P10664,Q9CQD0,P36105,P05749,P41805,P05737,P26321,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P05743,P38061,Q02326,P0CX84","P87262,P05744,P0CH08,P0C2H8,P14126,P02406,P14120,Q12690,P49166,P10664,Q9CQD0,P36105,P05749,P41805,P05737,P26321,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P05743,P38061,Q02326,P0CX84"
"Yeast 60S ribosomal subunit, RPL39 deletion",2.66,EMD-17549,8p8m,"P87262,P05744,P0CH08,P0C2H8,P05317,P14126,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P05743,P38061,Q02326,P0CX84","P87262,P05744,P0CH08,P0C2H8,P05317,P14126,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX49,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P05743,P38061,Q02326,P0CX84"
Yeast 60S ribosomal subunit,2.23,EMD-17552,8p8u,"P87262,P05744,P0CH08,P0C2H8,P14126,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,Q02326,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84","P87262,P05744,P0CH08,P0C2H8,P14126,P02406,P14120,Q12690,P49166,P10664,P36105,P05749,P41805,P05737,P26321,Q02326,P26784,P05738,P0CX82,P0CX45,P49167,P05748,P04449,P05747,Q02753,P05745,P0CX41,P0C2H6,P17076,P0CX25,P05740,P0CX23,P0C0W9,P04456,P0CX27,P04650,P05743,P38061,P0CX49,P0CX84"
